Relative performance profile for SolverTime
Filter: within 1.0% of known optimal value and not failed
               sbbNC  couenneNCcbc  SHOTcpx1910  baronNC  aecpNC  bbbNCcbc  gurobi  scipNCsoplex  SHOTcbc1910  dicoptNC  antigoneNC  lglobal  SHOTgur2310  virt. best  virt. worst
1.000000          21             8            4       14       3         8      41            17            1        51          59        6            8         218            0
1.001211          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.002423          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.003637          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.004853          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.006070          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.007288          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.008508          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.009729          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.010952          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.012176          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.013402          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.014629          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.015857          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.017088          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.018319          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.019552          21             8            4       14       4         8      41            17            1        51          59        6            8         218            0
1.020787          21             8            5       14       4         8      41            17            1        51          59        6            8         218            0
1.022023          21             8            5       14       4         8      41            17            1        51          59        6            8         218            0
1.023261          21             8            5       14       4         8      41            17            1        51          59        6            8         218            0
1.024500          21             8            5       14       4         8      41            17            1        51          59        6            8         218            0
1.025741          21             8            5       14       4         8      41            17            1        51          59        6            8         218            0
1.026983          21             8            5       14       4         8      41            17            1        51          59        6            8         218            0
1.028226          21             8            5       14       4         8      41            17            1        51          59        6            8         218            0
1.029472          21             8            5       14       4         8      41            17            1        51          59        6            8         218            0
1.030718          21             8            5       14       4         8      41            17            1        51          59        6            8         218            0
1.031966          21             8            5       14       4         8      42            17            1        51          59        6            8         218            0
1.033216          21             8            5       14       4         8      42            17            1        51          59        6            8         218            0
1.034467          21             8            5       14       4         8      42            17            1        51          59        6            8         218            0
1.035720          21             8            5       14       4         8      42            17            1        51          59        6            8         218            0
1.036974          21             8            5       14       4         8      42            17            1        51          59        6            8         218            0
1.038230          21             9            5       14       4         8      42            17            1        51          59        6            8         218            0
1.039487          21             9            5       14       4         8      42            17            1        51          59        6            8         218            0
1.040746          21             9            5       14       4         8      42            17            1        51          59        6            8         218            0
1.042006          21             9            5       14       4         8      42            17            1        51          59        6            8         218            0
1.043268          21             9            5       14       4         8      42            17            1        51          59        6            8         218            0
1.044532          21             9            5       14       4         8      42            17            1        51          59        6            8         218            0
1.045796          21             9            5       14       4         8      42            17            1        51          59        6            8         218            0
1.047063          21             9            5       14       4         8      42            17            1        51          59        6            8         218            0
1.048331          21             9            5       14       4         8      42            17            1        51          59        6            8         218            0
1.049600          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.050871          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.052144          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.053418          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.054694          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.055971          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.057250          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.058530          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.059812          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.061095          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.062380          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.063667          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
1.064955          21             9            5       14       4         8      42            17            1        51          59        6            9         218            0
