Absolute performance profile for PrimalGap
Filter: no fail
          sbbNC  couenneNCcbc  SHOTcpx1910  baronNC  aecpNC  bbbNCcbc  gurobi  scipNCsoplex  SHOTcbc1910  dicoptNC  antigoneNC  lglobal  SHOTgur2310  virt. best  virt. worst
0.000000     88           128          101      133      80       102      80           151          100        52         131       94          116         197            2
0.000200    112           149          123      173     101       122     104           184          112        62         171      129          146         217            3
0.000400    116           150          125      174     103       123     104           186          112        63         172      130          147         217            4
0.000600    119           150          127      180     107       123     111           187          116        67         177      130          149         217            4
0.000800    119           150          128      181     108       124     112           187          116        68         177      131          152         217            4
0.001000    120           151          128      186     108       124     112           187          116        68         178      133          154         217            4
0.001200    120           151          129      186     109       124     112           187          116        68         179      133          154         217            4
0.001400    120           151          130      186     109       124     112           187          116        68         179      134          154         217            4
0.001600    120           151          130      186     109       124     112           187          116        68         180      134          154         217            4
0.001800    120           151          130      187     109       124     112           187          116        69         180      134          154         217            4
0.002000    123           151          130      188     109       124     112           187          116        72         181      134          154         217            4
0.002200    124           152          133      189     111       126     112           187          119        74         181      134          156         217            4
0.002400    124           152          134      189     111       126     112           188          119        77         181      134          156         217            4
0.002600    124           153          134      189     111       126     112           188          119        77         181      134          156         217            4
0.002800    124           153          135      189     113       126     112           188          119        78         181      134          156         217            4
0.003000    124           153          135      189     113       126     112           188          119        80         181      134          156         217            4
0.003200    124           153          135      189     113       126     112           188          119        80         181      134          156         217            4
0.003400    124           153          135      189     113       126     112           188          119        81         181      134          156         217            4
0.003600    124           153          137      189     113       126     112           188          119        81         181      134          156         217            4
0.003800    124           153          137      190     113       126     112           188          119        81         181      134          156         217            4
0.004000    124           153          137      190     113       126     112           188          119        81         181      134          156         217            4
0.004200    125           153          137      190     113       126     112           188          119        82         181      134          156         217            4
0.004400    125           154          137      190     113       126     112           188          119        82         181      134          156         217            4
0.004600    125           155          137      190     113       126     112           189          119        83         181      134          156         217            4
0.004800    125           155          137      190     113       126     112           190          119        83         181      134          156         217            4
0.005001    125           155          137      190     113       126     112           190          120        84         181      134          156         217            4
0.005201    127           156          137      190     113       126     112           190          120        85         181      134          156         217            4
0.005401    127           156          137      190     113       126     112           190          121        85         181      134          156         217            4
0.005601    127           156          137      190     113       126     112           190          121        86         181      134          156         217            4
0.005801    127           156          137      190     113       126     112           190          121        86         181      134          156         217            4
0.006001    127           157          137      190     113       126     112           190          121        86         181      134          156         218            4
0.006201    127           157          137      190     113       126     112           190          121        87         181      134          156         218            4
0.006401    127           157          137      190     114       126     112           190          121        87         181      134          156         218            4
0.006601    127           157          138      190     114       127     112           190          121        87         181      134          156         218            4
0.006801    127           157          138      190     114       127     112           190          122        87         181      134          156         218            5
0.007001    127           157          138      190     114       127     112           190          122        87         181      134          156         218            5
0.007201    127           157          139      190     114       128     112           190          122        87         182      134          156         218            5
0.007401    128           157          139      190     114       128     112           190          122        87         182      134          156         218            5
0.007601    128           157          139      190     114       128     112           190          122        87         182      134          156         218            5
0.007801    129           157          139      190     114       128     112           190          122        87         182      134          156         218            5
0.008001    129           157          140      190     115       128     112           191          122        87         182      134          156         218            5
0.008201    129           157          140      190     115       128     112           191          122        87         182      134          156         218            5
0.008401    130           157          140      190     115       128     112           191          122        88         182      134          156         218            5
0.008601    130           157          141      190     116       129     112           191          122        88         182      134          156         218            5
0.008801    130           157          141      190     116       129     112           191          122        88         182      135          157         218            5
0.009001    130           157          141      190     116       129     112           191          122        88         182      135          157         218            5
0.009201    130           157          142      190     117       130     112           191          122        88         182      135          157         218            5
0.009401    130           157          142      190     117       130     112           191          122        89         182      135          157         218            5
0.009601    130           157          142      190     117       130     112           191          122        89         182      135          157         218            5
0.009801    130           157          142      190     117       130     112           191          122        90         182      135          157         218            5
0.010001    130           157          142      190     117       130     112           191          122        90         182      135          157         218            5
0.010201    130           157          143      190     117       130     112           192          122        90         182      135          157         218            5
0.010401    130           157          143      190     117       130     112           192          122        90         182      135          157         218            5
0.010601    130           157          143      190     117       130     112           192          122        90         182      135          157         218            5
0.010801    131           157          143      190     117       130     112           192          122        91         182      135          157         218            5
0.011001    131           157          143      190     117       131     112           192          122        91         182      135          158         218            5
0.011201    131           157          143      190     118       131     112           192          122        91         182      136          158         218            5
0.011401    131           157          143      190     118       131     112           192          122        91         182      136          158         218            5
0.011601    131           157          143      190     118       131     112           192          122        91         182      136          158         218            5
0.011801    131           157          143      190     118       131     112           192          122        91         182      136          158         218            5
0.012001    131           157          143      191     118       132     112           192          122        91         182      136          158         218            5
0.012201    131           157          143      191     118       132     112           192          122        91         182      136          158         218            5
0.012401    131           157          143      191     118       134     112           192          123        91         182      136          158         218            5
0.012601    131           157          143      191     118       135     112           192          123        91         182      136          158         218            5
0.012801    132           158          143      191     118       135     112           192          123        93         182      136          158         218            5
0.013001    132           158          143      191     118       135     112           192          123        93         182      136          158         218            5
0.013201    133           158          143      191     118       136     112           192          123        93         182      136          158         218            5
0.013401    133           158          143      191     118       136     112           192          123        93         182      136          158         218            5
0.013601    133           158          143      191     118       136     112           192          123        93         182      136          158         218            5
0.013801    134           158          143      191     118       136     112           192          123        94         182      136          158         218            5
0.014001    134           159          143      191     118       136     112           193          123        94         182      137          159         218            5
0.014201    134           160          143      191     118       136     112           193          123        94         182      137          159         218            5
0.014401    134           160          143      191     119       136     112           193          123        94         182      137          159         218            5
0.014601    134           160          143      191     119       136     112           193          123        94         182      137          159         218            5
0.014801    134           160          143      191     119       136     112           193          123        94         182      137          159         218            5
0.015002    134           160          143      191     119       137     112           193          123        94         182      137          159         218            5
0.015202    134           160          143      191     119       137     112           193          123        94         182      137          159         218            5
0.015402    134           160          143      191     119       137     112           193          123        94         182      137          159         218            5
0.015602    134           160          143      191     119       137     112           193          124        94         182      137          159         218            5
0.015802    134           160          143      191     119       137     112           193          124        94         182      137          159         218            5
0.016002    134           160          143      191     119       137     112           193          124        94         182      137          159         218            5
0.016202    134           160          143      191     120       137     112           193          124        94         182      137          159         218            5
0.016402    134           160          143      191     120       137     112           193          124        94         182      137          159         218            5
0.016602    134           160          143      191     121       137     112           193          124        94         182      137          159         218            5
0.016802    134           160          143      191     121       138     112           193          124        94         182      137          159         218            5
0.017002    135           160          143      191     122       138     112           193          124        94         182      137          159         218            5
0.017202    135           160          143      192     122       138     112           193          124        94         182      137          159         218            5
0.017402    135           160          143      192     122       138     112           193          124        94         182      137          160         218            5
0.017602    135           160          143      192     122       139     112           194          124        94         182      137          160         218            5
0.017802    135           160          143      192     122       139     112           194          124        94         182      137          160         218            5
0.018002    135           160          143      192     122       139     112           194          124        94         182      137          160         218            5
0.018202    135           160          143      192     122       139     112           194          124        94         182      137          160         218            5
0.018402    135           160          143      192     122       139     112           194          124        94         182      137          160         218            5
0.018602    135           160          143      192     123       139     112           194          124        94         182      137          160         218            5
0.018802    135           161          143      192     123       139     112           194          124        94         182      137          160         218            5
0.019002    135           161          143      192     123       139     112           194          124        94         182      137          160         218            5
0.019202    135           161          143      192     123       139     112           195          124        94         182      137          160         218            5
0.019402    136           161          143      192     123       139     112           195          124        95         182      137          160         218            5
0.019602    136           161          143      192     123       139     112           195          124        95         182      137          160         218            5
0.019802    136           162          143      192     125       141     112           195          124        95         182      137          160         218            5
0.020002    136           162          143      192     125       141     112           195          124        95         182      137          160         218            5
0.020202    136           162          143      192     125       141     112           195          124        95         182      137          160         218            5
0.020402    136           162          143      192     125       141     112           195          124        95         182      137          160         218            5
0.020602    137           162          143      192     125       141     112           195          124        96         182      137          160         218            5
0.020802    137           162          143      192     125       141     112           195          124        96         182      137          160         218            5
0.021002    137           162          143      192     125       141     112           195          124        96         182      137          160         218            5
0.021202    137           162          143      192     125       141     112           195          124        96         182      137          160         218            5
0.021402    137           162          143      192     125       141     112           196          124        96         182      137          160         218            5
0.021602    137           162          143      192     125       141     112           196          124        96         182      137          160         218            5
0.021802    137           162          143      192     125       141     112           196          124        96         182      137          160         218            5
0.022002    137           162          143      192     125       141     112           196          124        96         182      137          160         218            5
0.022202    137           162          143      192     125       141     112           196          124        96         182      137          160         218            5
0.022402    137           162          143      192     125       141     112           196          124        96         182      137          160         218            5
0.022602    137           162          143      192     125       141     112           196          124        96         182      137          160         218            5
