Relative performance profile for SolverTime
Filter: within 0.102% of known optimal value and not failed
               sbbNC  couenneNCcbc  SHOTcpx1910  baronNC  aecpNC  bbbNCcbc  gurobi  scipNCsoplex  SHOTcbc1910  dicoptNC  antigoneNC  lglobal  SHOTgur2310  virt. best  virt. worst
1.000000          23             7            2       18       2         7      46            18            1        36          62        6           12         217            0
1.001211          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.002423          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.003637          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.004853          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.006070          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.007288          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.008508          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.009729          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.010952          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.012176          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.013402          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.014629          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.015857          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.017088          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.018319          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.019552          23             7            2       18       3         7      46            18            1        36          62        6           12         217            0
1.020787          23             7            3       18       3         7      46            18            1        36          62        6           12         217            0
1.022023          23             7            3       18       3         7      46            18            1        36          62        6           12         217            0
1.023261          23             7            3       18       3         7      46            18            1        36          62        6           12         217            0
1.024500          23             7            3       18       3         7      46            18            1        36          62        6           12         217            0
1.025741          23             7            3       18       3         7      46            18            1        36          62        6           12         217            0
1.026983          23             7            3       18       3         7      46            18            1        36          62        6           12         217            0
1.028226          23             7            3       18       3         7      46            18            1        36          62        6           12         217            0
1.029472          23             7            3       18       3         7      46            18            1        36          62        6           12         217            0
1.030718          23             7            3       18       3         7      46            18            1        36          62        6           12         217            0
1.031966          23             7            3       18       3         7      47            18            1        36          62        6           12         217            0
1.033216          23             7            3       18       3         7      47            18            1        36          62        6           13         217            0
1.034467          23             7            3       18       3         7      47            18            1        36          62        6           13         217            0
1.035720          23             7            3       18       3         7      47            18            1        36          62        6           13         217            0
1.036974          23             7            3       18       3         7      47            18            1        36          62        6           13         217            0
1.038230          23             8            3       18       3         7      48            18            1        36          62        6           13         217            0
1.039487          23             8            3       18       3         7      49            18            1        36          62        6           13         217            0
1.040746          23             8            3       18       3         7      49            18            1        36          62        6           13         217            0
1.042006          23             8            3       18       3         7      49            18            1        36          62        6           13         217            0
1.043268          23             8            3       18       3         7      49            18            1        36          62        6           13         217            0
1.044532          23             8            3       18       3         7      49            18            1        36          62        6           13         217            0
1.045796          23             8            3       18       3         7      49            18            1        36          62        6           13         217            0
1.047063          23             8            3       18       3         7      49            18            1        36          62        6           13         217            0
1.048331          23             8            3       18       3         7      49            18            1        36          62        6           13         217            0
1.049600          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.050871          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.052144          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.053418          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.054694          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.055971          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.057250          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.058530          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.059812          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.061095          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.062380          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.063667          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.064955          23             8            3       18       3         7      49            18            1        36          62        6           14         217            0
1.066244          23             8            3       18       3         7      49            18            1        36          62        6           15         217            0
1.067536          23             8            3       18       3         7      49            18            1        36          62        6           15         217            0
1.068828          23             8            3       18       3         7      50            18            1        37          62        6           15         217            0
1.070123          23             8            3       18       3         7      50            18            1        37          62        6           15         217            0
1.071419          23             8            3       18       3         7      50            18            1        37          62        6           16         217            0
1.072716          23             8            3       18       3         7      50            18            1        37          62        6           16         217            0
1.074015          23             8            3       18       3         7      50            18            1        37          62        6           16         217            0
1.075316          23             8            3       18       3         7      51            18            1        37          62        6           16         217            0
1.076618          23             8            3       18       3         7      51            18            1        37          62        6           16         217            0
1.077922          23             8            3       18       3         7      52            18            1        37          62        6           16         217            0
1.079227          23             8            3       18       3         7      52            18            1        37          62        6           16         217            0
1.080534          23             8            3       18       3         7      52            18            1        37          62        6           16         217            0
1.081842          23             8            3       18       3         7      52            18            1        37          62        6           16         217            0
1.083152          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.084464          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.085777          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.087092          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.088409          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.089727          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.091046          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.092367          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.093690          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.095015          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.096341          23             8            3       18       3         7      52            18            1        37          62        6           17         217            0
1.097668          23             8            3       18       4         7      52            18            1        37          62        6           17         217            0
1.098998          23             8            3       18       4         7      52            18            1        37          62        6           17         217            0
1.100328          23             8            3       18       4         7      52            18            1        37          62        6           17         217            0
1.101661          23             8            3       18       4         7      52            18            1        37          62        6           17         217            0
1.102995          23             8            3       18       4         7      52            18            1        37          62        6           17         217            0
1.104331          23             8            3       18       4         7      52            18            1        37          62        6           17         217            0
1.105668          23             8            3       18       4         7      52            18            1        37          62        6           17         217            0
1.107007          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.108347          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.109690          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.111033          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.112379          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.113726          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.115075          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.116425          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.117777          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.119130          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.120486          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.121843          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.123201          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.124561          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.125923          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.127287          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.128652          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.130018          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.131387          23             8            3       18       4         7      52            18            1        37          62        6           18         217            0
1.132757          23             8            3       18       4         7      53            18            1        37          62        6           18         217            0
1.134129          23             8            3       18       4         7      53            18            1        37          62        6           18         217            0
1.135502          23             8            3       18       4         7      53            18            1        37          62        6           18         217            0
1.136877          23             8            3       18       4         7      53            18            1        37          62        6           18         217            0
1.138254          23             8            3       18       4         7      53            18            1        37          62        6           18         217            0
1.139632          23             8            3       18       4         7      53            18            1        37          62        6           18         217            0
1.141012          23             8            3       18       4         7      53            18            1        37          62        6           18         217            0
1.142394          23             8            3       18       4         7      53            18            1        37          62        6           19         217            0
1.143777          23             8            3       18       4         7      53            18            1        37          62        6           19         217            0
1.145162          23             8            3       18       4         7      53            18            1        37          62        6           19         217            0
1.146549          23             8            3       18       4         7      53            18            1        37          62        6           19         217            0
1.147938          23             8            3       18       4         7      53            18            1        37          62        6           19         217            0
1.149328          23             8            3       18       4         7      53            18            1        37          62        6           19         217            0
1.150720          23             8            3       18       4         7      53            18            1        37          62        6           19         217            0
1.152113          23             8            3       18       4         7      53            18            1        37          62        6           19         217            0
1.153508          23             8            3       18       4         7      53            18            1        37          63        6           19         217            0
1.154905          23             8            3       18       4         7      53            18            1        37          63        6           19         217            0
1.156304          23             8            3       18       4         7      53            18            1        37          63        6           19         217            0
1.157704          23             8            3       18       4         7      53            18            1        37          63        6           19         217            0
1.159106          23             8            3       18       4         7      53            18            1        37          63        6           19         217            0
1.160510          23             8            3       18       4         7      53            18            1        37          64        6           19         217            0
1.161915          23             8            3       18       4         7      53            18            1        37          64        6           19         217            0
1.163322          23             8            3       18       4         7      53            18            1        37          64        6           19         217            0
1.164731          23             8            3       18       4         7      53            18            1        37          64        6           19         217            0
1.166141          23             8            3       18       4         7      53            18            1        37          64        6           20         217            0
1.167553          23             9            3       18       4         7      53            18            1        37          64        6           20         217            0
1.168967          23             9            3       19       4         7      53            18            1        37          64        6           20         217            0
1.170383          23             9            3       19       4         7      53            18            1        37          64        6           20         217            0
1.171800          23             9            3       19       4         7      53            18            1        37          64        6           20         217            0
1.173219          23             9            3       19       4         7      53            18            1        37          64        6           20         217            0
1.174640          23             9            3       19       4         7      53            18            1        37          64        6           20         217            0
1.176062          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.177486          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.178912          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.180340          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.181769          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.183200          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.184633          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.186068          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.187504          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.188942          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.190382          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.191823          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.193267          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.194712          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.196158          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.197607          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.199057          23             9            3       19       4         7      53            18            1        37          64        6           21         217            0
1.200509          23             9            3       19       4         7      53            19            1        37          64        6           21         217            0
1.201963          23             9            3       19       4         7      53            19            1        37          64        6           21         217            0
1.203419          24             9            4       19       4         7      53            19            1        37          64        6           21         217            0
1.204876          24             9            4       19       4         7      53            19            1        37          64        6           21         217            0
1.206335          24             9            4       19       4         7      53            19            1        37          64        6           21         217            0
1.207796          24             9            4       19       4         7      53            19            1        37          64        6           22         217            0
1.209258          24             9            4       19       4         7      53            19            1        37          64        6           22         217            0
1.210723          24             9            4       19       4         7      53            19            1        37          64        6           22         217            0
1.212189          24             9            4       19       4         7      53            19            1        37          64        6           22         217            0
1.213657          24             9            4       19       4         7      54            19            1        37          64        6           22         217            0
1.215126          24             9            4       19       4         7      54            19            1        37          64        6           22         217            0
1.216598          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.218071          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.219546          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.221023          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.222502          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.223982          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.225464          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.226948          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.228434          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.229922          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.231411          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.232902          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.234395          24             9            4       19       4         7      54            19            1        37          64        6           23         217            0
1.235890          24             9            4       20       4         7      54            19            1        37          64        6           23         217            0
1.237387          24             9            4       20       4         7      54            19            1        37          64        6           24         217            0
1.238885          24             9            4       20       4         7      54            19            1        37          64        6           24         217            0
1.240385          24             9            4       20       4         7      54            19            1        37          64        6           24         217            0
1.241888          24             9            4       20       4         7      54            19            1        37          64        6           24         217            0
1.243391          24             9            4       20       4         7      54            19            1        37          64        6           24         217            0
1.244897          24             9            4       20       4         7      54            19            1        37          64        6           24         217            0
1.246405          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.247914          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.249425          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.250938          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.252453          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.253970          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.255488          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.257009          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.258531          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.260055          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.261581          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.263108          24             9            4       20       4         7      55            19            1        37          64        6           24         217            0
1.264638          24             9            4       20       4         7      55            19            1        38          64        6           24         217            0
1.266170          24             9            4       20       4         7      55            19            1        38          64        6           24         217            0
1.267703          24             9            4       20       4         7      55            19            1        38          64        6           24         217            0
1.269238          24             9            4       20       4         7      55            19            1        38          64        6           24         217            0
1.270775          24             9            4       20       4         7      55            19            1        38          64        6           24         217            0
1.272314          24             9            4       20       4         7      55            19            1        38          64        6           24         217            0
1.273855          25             9            4       20       4         7      55            19            1        38          64        6           24         217            0
1.275397          25             9            4       20       4         7      55            20            1        38          64        6           24         217            0
1.276942          25             9            4       20       4         7      55            20            1        38          64        6           24         217            0
1.278488          25             9            4       20       4         7      55            20            1        38          64        6           24         217            0
1.280036          25             9            4       20       4         7      55            20            1        38          64        6           24         217            0
1.281586          25             9            4       20       4         7      55            20            1        38          64        6           24         217            0
1.283138          25             9            4       20       4         7      55            20            1        38          64        6           24         217            0
1.284692          25             9            4       20       4         7      55            20            1        38          64        6           24         217            0
1.286248          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.287805          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.289365          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.290926          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.292490          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.294055          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.295622          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.297191          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.298762          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.300334          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.301909          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.303486          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.305064          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.306644          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.308227          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.309811          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.311397          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.312985          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.314575          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.316167          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.317761          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.319357          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.320954          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.322554          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.324156          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.325759          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.327365          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.328972          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.330581          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.332193          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.333806          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
1.335421          25             9            4       20       4         7      55            20            1        38          64        6           25         217            0
