                            SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
autocorr_bern20-10                68.157698          0.215579    81.391548            0.220950    0.215579    81.391548
autocorr_bern20-15               302.165629          0.548650   315.121568            0.557546    0.548650   315.121568
autocorr_bern25-06               253.100579          0.176047   257.745437            0.331681    0.176047   257.745437
autocorr_bern25-13               900.037246          0.673859   900.042092            0.682075    0.673859   900.042092
autocorr_bern30-04                30.039010          0.156373    30.980722            0.180361    0.156373    30.980722
autocorr_bern30-08               900.018202          0.325096   900.024955            0.352095    0.325096   900.024955
autocorr_bern35-04               151.487169          0.330498   153.959260            0.336462    0.330498   153.959260
autocorr_bern40-05               900.023791          0.320585   900.027308            0.512670    0.320585   900.027308
blend852                           2.963117          2.938829    10.006817            9.520744    2.938829    10.006817
casctanks                         10.591920          8.119425    12.340360            8.659650    8.119425    12.340360
cecil_13                           1.329973          1.324341    43.985485           31.819568    1.324341    43.985485
chp_shorttermplan1a              905.334241        905.167146   906.867912          906.614350  905.167146   906.867912
chp_shorttermplan1b              910.000000        910.000000   910.000000          910.000000  910.000000   910.000000
chp_shorttermplan2a              910.000000        910.000000   910.000000          910.000000  910.000000   910.000000
chp_shorttermplan2b               26.846596          0.750096    40.591425            5.167151    0.750096    40.591425
chp_shorttermplan2d              910.000000        910.000000   907.331581          910.000000  907.331581   910.000000
crudeoil_lee1_06                   8.062383          8.140652    10.210415            8.327383    8.062383    10.210415
crudeoil_lee1_08                  11.349592         11.237485    15.294281           11.729925   11.237485    15.294281
crudeoil_lee1_09                  10.933686         11.319403    16.778056           12.115547   10.933686    16.778056
crudeoil_lee1_10                  11.389322         11.416911    16.969345           12.152112   11.389322    16.969345
crudeoil_lee2_05                  10.648711         10.634716    14.497016           10.592320   10.592320    14.497016
crudeoil_lee2_07                   7.804695          7.881123    12.977277            8.334915    7.804695    12.977277
crudeoil_lee2_08                   8.335525          8.299750    13.288358            8.406323    8.299750    13.288358
crudeoil_lee2_09                  13.338875         12.791042    17.499537           12.829742   12.791042    17.499537
crudeoil_lee2_10                  13.710046         14.058877    17.429417           13.504305   13.504305    17.429417
crudeoil_lee3_05                  11.460643         12.240822    17.236205           12.010365   11.460643    17.236205
crudeoil_lee3_06                   9.126507          9.179355    16.804594           11.584058    9.126507    16.804594
crudeoil_lee3_07                  11.830535         11.857305    20.908010           15.802445   11.830535    20.908010
crudeoil_lee3_08                   8.132878          8.103629    31.533162           12.395427    8.103629    31.533162
crudeoil_lee3_09                  14.532325         14.437382    30.094969           26.222438   14.437382    30.094969
crudeoil_lee3_10                  18.816618         18.767660    36.991090           32.973683   18.767660    36.991090
crudeoil_lee4_05                  12.098959         12.022708    16.146515           12.163636   12.022708    16.146515
crudeoil_lee4_06                   7.281823          7.342904    12.290616            7.376832    7.281823    12.290616
crudeoil_lee4_07                  13.766405         13.726965    18.830181           12.992552   12.992552    18.830181
crudeoil_lee4_08                  15.067810         15.188177    19.110251           14.982158   14.982158    19.110251
crudeoil_lee4_09                  17.409173         17.544077    20.602807           17.503929   17.409173    20.602807
crudeoil_lee4_10                  19.683501         19.963961    20.075439           20.945551   19.683501    20.945551
crudeoil_li02                      8.671223          8.649293    16.403513           13.341421    8.649293    16.403513
crudeoil_li03                     12.814436         12.901568    37.731931           35.645068   12.814436    37.731931
crudeoil_li05                      3.791800          3.775386    18.629442           17.369085    3.775386    18.629442
crudeoil_li06                      4.055876          4.084044    58.801463           57.774088    4.055876    58.801463
crudeoil_li11                     35.608769         35.484811   155.011269          250.997756   35.484811   250.997756
crudeoil_li21                    101.526979        101.298240   354.934309          347.180003  101.298240   354.934309
crudeoil_pooling_dt1             106.784275        106.756552   144.728275          123.523206  106.756552   144.728275
crudeoil_pooling_dt4             902.775954        903.765163   903.148172          903.846339  902.775954   903.846339
edgecross10-070                   22.006626          0.493723    22.198222            0.605849    0.493723    22.198222
