Absolute performance profile for SolverTime
Filter: within 10.0% of known optimal value and not failed
            SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
0.036599                  1                 0            0                   0           1            0
0.127504                 39                23           29                  19          44           11
0.218409                 45                28           38                  28          54           16
0.309314                 50                36           46                  32          60           21
0.400219                 51                38           49                  39          65           24
0.491124                 53                39           51                  44          67           24
0.582029                 54                40           55                  45          69           28
0.672934                 56                41           57                  48          72           29
0.763839                 57                43           58                  50          74           29
0.854744                 57                43           60                  50          74           30
0.945649                 58                45           60                  52          75           30
1.036554                 58                45           60                  53          76           30
1.127458                 59                46           62                  54          77           31
1.218363                 59                46           62                  55          78           31
1.309268                 59                46           63                  55          78           31
1.400173                 60                47           63                  55          79           31
1.491078                 61                47           63                  55          80           31
1.581983                 61                48           63                  56          82           31
1.672888                 63                49           64                  57          82           32
1.763793                 64                49           64                  57          83           32
1.854698                 64                49           66                  57          84           32
1.945603                 66                49           68                  58          86           34
2.036508                 67                50           69                  58          86           34
2.127413                 67                50           69                  59          86           34
2.218318                 68                50           69                  60          87           34
2.309223                 69                51           71                  61          88           35
2.400128                 71                53           71                  62          90           35
2.491033                 71                53           71                  63          90           35
2.581938                 72                53           72                  63          91           35
2.672842                 72                53           75                  63          91           37
2.763747                 72                53           76                  63          91           37
2.854652                 72                53           76                  63          91           37
2.945557                 72                53           76                  63          91           37
3.036462                 72                53           76                  64          91           37
3.127367                 72                53           77                  65          92           38
3.218272                 73                54           77                  65          92           38
3.309177                 73                54           78                  66          93           38
3.400082                 73                54           78                  66          93           38
3.490987                 73                55           80                  67          94           40
3.581892                 74                55           80                  67          94           40
3.672797                 74                55           80                  67          94           40
3.763702                 75                56           80                  68          95           40
3.854607                 75                56           82                  68          96           41
3.945512                 76                56           82                  69          97           41
4.036417                 76                57           82                  69          97           41
4.127322                 76                57           82                  69          97           41
4.218226                 76                57           83                  69          97           42
4.309131                 77                58           84                  69          98           43
4.400036                 77                58           84                  69          98           43
4.490941                 77                58           84                  69          98           43
4.581846                 77                58           84                  71          99           43
4.672751                 78                59           84                  71          99           43
4.763656                 78                59           84                  71          99           43
4.854561                 78                59           84                  71          99           43
4.945466                 78                59           85                  71          99           44
5.036371                 78                59           85                  71          99           44
5.127276                 78                59           85                  71          99           44
5.218181                 78                59           86                  71          99           44
5.309086                 78                59           86                  71          99           44
5.399991                 78                59           86                  71          99           44
5.490896                 79                59           86                  72         100           44
5.581801                 79                59           86                  72         100           44
5.672706                 80                61           86                  72         101           44
5.763611                 80                61           86                  72         101           44
5.854515                 80                61           86                  72         101           44
5.945420                 80                61           86                  72         101           44
6.036325                 80                61           87                  72         101           45
6.127230                 80                61           87                  72         101           45
6.218135                 80                62           87                  72         102           45
6.309040                 80                62           87                  73         102           45
6.399945                 81                62           87                  73         102           45
6.490850                 81                62           87                  73         102           45
6.581755                 81                62           88                  73         102           46
6.672660                 81                62           88                  73         102           46
6.763565                 81                62           88                  73         102           46
6.854470                 81                62           88                  73         102           46
6.945375                 81                62           88                  73         102           46
7.036280                 82                62           88                  73         103           46
7.127185                 82                63           88                  74         103           46
7.218090                 82                63           88                  74         103           46
7.308995                 83                63           88                  75         105           46
