Absolute performance profile for PrimalGap
Filter: no fail
          SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
0.000000               89                47          101                  58         102           45
0.000200              109                66          123                  79         125           63
0.000400              111                68          125                  81         127           65
0.000600              115                72          127                  84         128           70
0.000800              116                73          128                  86         129           71
0.001000              116                73          128                  86         129           71
0.001200              116                73          128                  86         129           71
0.001400              116                73          128                  86         129           71
0.001600              116                73          128                  86         129           71
0.001800              116                73          128                  86         129           71
0.002000              116                73          128                  86         129           71
0.002200              119                76          131                  89         132           74
0.002400              119                76          131                  89         132           74
0.002600              119                76          131                  89         132           74
0.002800              119                76          131                  89         132           74
0.003000              119                76          131                  89         132           74
0.003200              119                76          131                  89         132           74
0.003400              119                76          131                  89         132           74
0.003600              120                77          133                  91         134           75
0.003800              120                77          133                  91         134           75
0.004000              120                77          133                  91         134           75
0.004200              120                77          133                  91         134           75
0.004400              120                77          133                  91         134           75
0.004600              120                77          133                  91         134           75
0.004800              120                77          133                  91         134           75
0.005001              120                77          133                  91         134           75
0.005201              120                77          133                  91         134           75
0.005401              120                77          133                  91         134           75
0.005601              120                77          133                  91         134           75
0.005801              120                77          133                  91         134           75
0.006001              120                77          133                  91         134           75
0.006201              121                78          133                  91         134           76
0.006401              121                78          133                  91         134           76
0.006601              121                78          134                  92         135           76
0.006801              121                78          134                  92         135           76
0.007001              121                78          134                  92         135           76
0.007201              121                78          134                  92         135           76
0.007401              121                78          134                  92         135           76
0.007601              121                78          134                  92         135           76
0.007801              121                78          134                  92         135           76
0.008001              121                79          135                  93         136           77
0.008201              121                79          135                  93         136           77
0.008401              121                79          135                  93         136           77
0.008601              123                80          136                  94         137           78
0.008801              123                80          136                  94         137           78
0.009001              123                80          136                  94         137           78
0.009201              123                80          136                  94         137           78
0.009401              123                80          136                  94         137           78
0.009601              123                80          136                  94         137           78
0.009801              123                80          136                  94         137           78
0.010001              123                80          136                  94         137           78
0.010201              124                81          137                  94         138           79
0.010401              124                81          137                  94         138           79
0.010601              124                81          137                  94         138           79
0.010801              124                81          137                  94         138           79
0.011001              124                81          137                  94         138           79
0.011201              124                81          137                  94         138           79
0.011401              124                81          137                  94         138           79
0.011601              124                81          137                  94         138           79
0.011801              124                81          137                  94         138           79
0.012001              124                81          137                  94         138           79
0.012201              124                81          137                  94         138           79
0.012401              124                81          137                  94         138           79
0.012601              124                81          137                  94         138           79
0.012801              124                81          137                  94         138           79
0.013001              124                81          137                  94         138           79
0.013201              124                81          137                  94         138           79
0.013401              124                81          137                  94         138           79
0.013601              124                81          137                  94         138           79
0.013801              124                81          137                  94         138           79
0.014001              124                81          137                  94         138           79
0.014201              124                81          137                  94         138           79
0.014401              124                81          137                  94         138           79
0.014601              124                81          137                  94         138           79
0.014801              124                81          137                  94         138           79
0.015002              124                81          137                  94         138           79
0.015202              124                81          137                  94         138           79
0.015402              124                81          137                  94         138           79
0.015602              124                81          137                  94         138           79
0.015802              124                81          137                  94         138           79
0.016002              124                81          137                  94         138           79
0.016202              124                81          137                  94         138           79
0.016402              124                81          137                  94         138           79
0.016602              124                81          137                  94         138           79
0.016802              124                81          137                  94         138           79
0.017002              124                81          137                  94         138           79
0.017202              124                81          137                  94         138           79
0.017402              124                81          137                  94         138           79
0.017602              124                81          137                  94         138           79
0.017802              124                81          137                  94         138           79
0.018002              124                82          137                  95         138           80
0.018202              124                82          137                  95         138           80
0.018402              124                82          137                  95         138           80
0.018602              124                82          137                  96         138           80
0.018802              124                82          137                  96         138           80
0.019002              124                82          137                  96         138           80
0.019202              124                82          137                  96         138           80
0.019402              124                82          137                  96         138           80
0.019602              124                82          137                  96         138           80
0.019802              124                82          137                  96         138           80
0.020002              124                82          137                  96         138           80
0.020202              124                82          137                  96         138           80
0.020402              124                82          137                  96         138           80
0.020602              124                82          137                  96         138           80
0.020802              124                82          137                  96         138           80
0.021002              124                82          137                  96         138           80
0.021202              124                82          137                  96         138           80
0.021402              124                82          137                  96         138           80
0.021602              124                82          137                  96         138           80
0.021802              124                82          137                  96         138           80
0.022002              124                82          137                  96         138           80
0.022202              124                82          137                  96         138           80
0.022402              124                82          137                  96         138           80
0.022602              124                82          137                  96         138           80
0.022802              124                82          137                  96         138           80
0.023002              124                82          137                  96         138           80
0.023202              124                82          137                  96         138           80
0.023402              124                82          137                  96         138           80
0.023602              124                82          137                  96         138           80
0.023802              124                82          137                  96         138           80
0.024002              124                82          137                  96         138           80
0.024202              124                82          137                  96         138           80
0.024402              125                83          138                  97         139           81
0.024602              125                83          138                  97         139           81
0.024802              125                83          138                  97         139           81
0.025003              125                83          138                  97         139           81
0.025203              125                83          138                  97         139           81
0.025403              125                83          138                  97         139           81
0.025603              125                83          138                  97         139           81
0.025803              125                83          138                  97         139           81
0.026003              125                83          138                  97         139           81
0.026203              125                83          138                  97         139           81
0.026403              125                83          138                  97         139           81
0.026603              125                83          138                  97         139           81
0.026803              125                83          138                  97         139           81
0.027003              125                83          138                  97         139           81
0.027203              125                83          138                  97         139           81
0.027403              125                83          138                  97         139           81
0.027603              125                83          138                  97         139           81
0.027803              125                83          138                  97         139           81
0.028003              125                83          138                  97         139           81
0.028203              125                83          138                  97         139           81
0.028403              125                83          138                  97         139           81
0.028603              125                83          138                  97         139           81
0.028803              125                83          138                  97         139           81
0.029003              125                83          138                  97         139           81
0.029203              125                83          138                  97         139           81
0.029403              125                83          138                  97         139           81
0.029603              125                83          138                  97         139           81
0.029803              125                83          138                  97         139           81
0.030003              125                83          138                  97         139           81
0.030203              125                83          138                  97         139           81
0.030403              125                83          138                  97         139           81
0.030603              125                83          138                  97         139           81
0.030803              125                83          138                  97         139           81
0.031003              125                83          138                  97         139           81
0.031203              125                83          138                  97         139           81
0.031403              125                83          138                  97         139           81
0.031603              125                83          138                  97         139           81
0.031803              125                83          138                  97         139           81
0.032003              125                83          138                  97         139           81
0.032203              125                83          138                  97         139           81
0.032403              125                83          138                  97         139           81
0.032603              125                83          138                  97         139           81
0.032803              125                83          138                  97         139           81
0.033003              125                83          138                  97         139           81
0.033203              125                83          138                  97         139           81
0.033403              125                83          138                  97         139           81
0.033603              125                83          138                  97         139           81
0.033803              125                83          138                  97         139           81
0.034003              125                83          138                  97         139           81
0.034203              125                83          138                  97         139           81
0.034403              125                83          138                  97         139           81
0.034603              127                85          138                  97         139           83
0.034803              127                85          138                  97         139           83
0.035004              127                86          138                  98         139           83
0.035204              127                86          138                  98         139           83
0.035404              127                86          138                  98         139           83
0.035604              127                86          138                  98         139           83
0.035804              127                86          138                  98         139           83
0.036004              127                86          138                  98         139           83
0.036204              127                86          138                  98         139           83
0.036404              127                86          138                  98         139           83
0.036604              127                86          138                  98         139           83
0.036804              127                86          138                  98         139           83
0.037004              127                86          138                  98         139           83
0.037204              127                86          138                  98         139           83
0.037404              127                86          138                  98         139           83
0.037604              127                86          138                  98         139           83
0.037804              127                86          138                  98         139           83
0.038004              127                86          138                  98         139           83
0.038204              127                86          138                  98         139           83
0.038404              127                86          138                  98         139           83
0.038604              127                86          138                  98         139           83
0.038804              127                86          138                  98         139           83
0.039004              127                86          138                  98         139           83
0.039204              127                86          138                  98         139           83
0.039404              127                86          138                  98         139           83
0.039604              127                86          138                  98         139           83
0.039804              127                86          138                  98         139           83
0.040004              127                86          138                  98         139           83
