Relative performance profile for SolverTime
Filter: within 1.0% of known optimal value and not failed
           SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
1.000000                73                33            6                  25         137            0
1.000236                75                33            7                  25         137            0
1.000472                75                34            7                  25         137            0
1.000708                75                36            7                  25         137            0
1.000944                75                36            7                  25         137            0
1.001180                75                37            7                  25         137            0
1.001416                76                38            7                  26         137            0
1.001653                76                38            7                  26         137            0
1.001889                76                38            7                  26         137            0
1.002125                77                38            8                  27         137            0
1.002362                77                39            8                  27         137            0
1.002598                77                41            9                  27         137            0
1.002835                77                41            9                  27         137            0
1.003071                78                41            9                  28         137            0
1.003308                78                41            9                  28         137            0
1.003545                78                42            9                  28         137            0
1.003782                78                42            9                  28         137            0
1.004018                80                43            9                  28         137            0
1.004255                80                43            9                  28         137            0
1.004492                83                43            9                  28         137            1
1.004729                84                43            9                  28         137            1
1.004966                85                45            9                  28         137            1
1.005203                85                45            9                  28         137            1
1.005441                86                46            9                  28         137            1
1.005678                88                47            9                  30         137            1
1.005915                89                50            9                  30         137            1
1.006152                89                50            9                  30         137            1
1.006390                90                50            9                  30         137            1
1.006627                91                51            9                  30         137            1
1.006865                91                51            9                  30         137            1
1.007102                91                51            9                  30         137            1
1.007340                92                51            9                  30         137            1
1.007578                93                51            9                  30         137            1
1.007815                93                52            9                  30         137            1
1.008053                93                52            9                  30         137            1
1.008291                96                52            9                  31         137            1
1.008529                96                54            9                  31         137            1
1.008767                96                54           10                  32         137            1
1.009005                96                54           10                  32         137            1
1.009243                96                55           10                  32         137            1
1.009481                96                55           10                  32         137            1
1.009719                96                57           10                  32         137            1
1.009957                96                58           10                  32         137            1
1.010196                97                58           10                  32         137            1
1.010434                97                58           10                  32         137            1
1.010672                97                58           10                  32         137            1
1.010911                97                58           10                  32         137            1
1.011149                97                58           10                  32         137            1
1.011388                97                58           10                  33         137            1
1.011626                98                59           10                  33         137            1
1.011865                98                59           10                  34         137            1
1.012104                98                59           11                  35         137            1
1.012343                98                59           11                  35         137            1
1.012581                98                59           11                  35         137            1
1.012820                98                59           11                  35         137            1
1.013059                98                60           11                  37         137            1
1.013298                99                60           11                  37         137            1
1.013537                99                60           11                  37         137            1
1.013777                99                61           11                  38         137            1
1.014016               100                61           11                  38         137            1
1.014255               100                62           11                  38         137            1
1.014494               100                62           11                  38         137            1
1.014734               100                62           11                  38         137            1
1.014973               101                63           11                  39         137            1
1.015212               101                63           11                  39         137            1
1.015452               102                63           11                  39         137            1
1.015692               102                63           11                  39         137            1
1.015931               102                63           11                  39         137            1
1.016171               102                63           11                  39         137            1
1.016411               102                64           12                  39         137            1
1.016650               102                64           12                  40         137            1
1.016890               102                64           12                  40         137            1
1.017130               102                64           12                  40         137            1
1.017370               102                64           12                  41         137            1
1.017610               102                64           13                  41         137            1
1.017850               102                64           13                  41         137            1
1.018090               102                66           13                  41         137            1
1.018331               102                67           13                  41         137            1
1.018571               102                67           14                  41         137            1
1.018811               102                67           14                  41         137            1
1.019052               102                67           14                  41         137            1
1.019292               102                67           14                  41         137            1
1.019533               102                67           14                  41         137            1
1.019773               102                67           14                  41         137            1
1.020014               102                67           15                  41         137            1
1.020254               103                67           15                  41         137            1
1.020495               103                67           15                  41         137            1
1.020736               103                67           15                  41         137            1
1.020977               103                67           15                  41         137            1
1.021218               104                67           15                  41         137            1
1.021458               104                67           15                  41         137            1
1.021699               104                67           15                  41         137            1
1.021941               104                67           15                  41         137            1
1.022182               105                67           15                  41         137            1
1.022423               105                67           15                  41         137            1
1.022664               105                67           15                  41         137            1
1.022905               105                67           15                  42         137            1
1.023147               105                67           15                  42         137            1
1.023388               106                67           15                  42         137            1
1.023629               106                67           15                  42         137            1
1.023871               106                67           16                  42         137            1
1.024113               106                67           16                  42         137            1
1.024354               106                67           16                  42         137            1
1.024596               106                68           16                  42         137            1
1.024838               106                68           16                  42         137            1
1.025079               106                68           16                  42         137            1
1.025321               106                68           16                  42         137            1
1.025563               106                68           16                  42         137            1
1.025805               106                69           16                  42         137            1
1.026047               106                70           16                  42         137            1
1.026289               106                70           16                  42         137            1
1.026531               107                70           16                  42         137            1
1.026774               107                70           16                  42         137            1
1.027016               108                70           16                  42         137            1
1.027258               108                70           16                  42         137            1
1.027500               109                70           16                  42         137            1
1.027743               109                70           16                  42         137            1
1.027985               109                70           16                  42         137            1
1.028228               110                70           16                  42         137            1
1.028470               110                70           16                  42         137            1
1.028713               110                70           16                  42         137            1
1.028956               110                70           16                  43         137            1
1.029199               110                70           16                  43         137            1
1.029441               111                70           16                  43         137            1
1.029684               111                70           16                  43         137            1
1.029927               111                70           16                  43         137            1
1.030170               111                70           16                  43         137            1
1.030413               111                70           16                  43         137            1
1.030656               111                70           16                  43         137            1
1.030900               111                70           16                  43         137            1
1.031143               111                70           16                  43         137            1
1.031386               111                71           17                  43         137            1
1.031629               111                71           17                  43         137            1
1.031873               111                72           17                  43         137            1
1.032116               112                72           17                  43         137            1
1.032360               113                72           17                  43         137            1
1.032603               113                72           17                  43         137            1
1.032847               113                72           17                  43         137            1
1.033091               113                72           17                  44         137            1
1.033334               113                72           17                  44         137            1
1.033578               113                72           17                  44         137            1
1.033822               113                72           17                  44         137            1
1.034066               113                72           17                  44         137            1
1.034310               113                72           18                  44         137            1
1.034554               113                72           18                  44         137            1
1.034798               113                72           18                  44         137            1
1.035042               113                72           18                  44         137            1
1.035286               113                73           18                  44         137            1
1.035531               113                73           18                  44         137            1
1.035775               113                74           18                  44         137            1
1.036019               113                74           18                  44         137            1
1.036264               113                74           18                  44         137            1
1.036508               113                74           19                  44         137            1
1.036753               113                74           19                  44         137            1
1.036997               113                74           19                  44         137            1
1.037242               113                74           19                  44         137            1
1.037487               114                74           19                  44         137            1
1.037732               114                74           19                  44         137            1
1.037976               114                74           19                  44         137            1
1.038221               114                74           20                  44         137            2
1.038466               114                74           20                  44         137            2
1.038711               114                74           20                  44         137            2
1.038956               114                74           20                  44         137            2
1.039201               114                74           20                  44         137            2
1.039447               114                74           20                  44         137            2
1.039692               114                74           20                  44         137            2
1.039937               114                74           20                  44         137            2
1.040183               114                74           20                  44         137            2
1.040428               114                74           21                  44         137            3
1.040673               114                74           21                  44         137            3
1.040919               114                74           21                  44         137            3
1.041165               114                75           21                  44         137            3
1.041410               114                75           21                  44         137            3
1.041656               114                75           21                  44         137            3
1.041902               114                75           21                  44         137            3
1.042147               114                75           21                  44         137            3
1.042393               114                75           21                  44         137            3
1.042639               114                75           21                  44         137            3
1.042885               115                75           22                  44         137            3
1.043131               115                75           22                  44         137            3
1.043377               115                75           22                  44         137            3
1.043624               115                75           22                  44         137            3
1.043870               115                75           22                  45         137            3
1.044116               115                75           22                  45         137            3
1.044362               115                75           22                  45         137            3
1.044609               115                75           22                  45         137            3
1.044855               115                75           22                  45         137            3
1.045102               115                75           22                  45         137            3
1.045348               115                75           22                  45         137            3
1.045595               115                75           22                  45         137            3
1.045842               115                75           22                  45         137            3
1.046088               115                75           22                  45         137            3
1.046335               115                75           22                  45         137            3
1.046582               115                75           22                  45         137            3
1.046829               115                75           22                  46         137            3
1.047076               115                75           22                  46         137            3
1.047323               115                75           22                  46         137            3
1.047570               115                75           23                  46         137            4
1.047817               115                75           23                  46         137            4
1.048065               115                75           23                  47         137            4
1.048312               115                75           23                  47         137            4
1.048559               115                75           24                  47         137            4
1.048807               116                75           24                  47         137            4
1.049054               116                75           24                  47         137            4
1.049301               116                75           24                  47         137            4
1.049549               116                75           24                  47         137            4
1.049797               116                75           24                  47         137            4
1.050044               116                75           24                  47         137            4
1.050292               116                75           24                  47         137            4
1.050540               116                75           24                  47         137            4
1.050788               116                75           24                  47         137            4
1.051036               116                75           25                  47         137            4
1.051284               116                75           25                  47         137            4
1.051532               116                75           26                  47         137            4
1.051780               116                75           26                  47         137            4
1.052028               116                75           26                  47         137            4
1.052276               116                75           26                  47         137            4
1.052524               116                75           26                  47         137            4
1.052773               116                75           26                  47         137            4
1.053021               116                75           26                  47         137            4
1.053270               116                75           26                  47         137            4
1.053518               117                75           26                  47         137            4
1.053767               117                75           26                  47         137            4
1.054015               117                75           26                  47         137            4
1.054264               117                75           26                  47         137            4
1.054513               117                75           26                  47         137            4
1.054761               117                75           27                  47         137            5
1.055010               117                75           27                  48         137            5
1.055259               117                75           27                  48         137            5
1.055508               117                75           27                  48         137            5
1.055757               117                75           27                  48         137            5
1.056006               117                75           28                  48         137            5
1.056255               117                75           28                  48         137            5
1.056505               117                75           28                  48         137            5
1.056754               117                76           28                  48         137            5
1.057003               117                76           28                  48         137            5
1.057253               117                76           28                  48         137            5
1.057502               117                76           28                  48         137            5
1.057752               117                76           28                  48         137            5
1.058001               118                77           28                  48         137            5
1.058251               118                77           28                  48         137            5
1.058500               118                77           28                  48         137            5
1.058750               118                77           28                  48         137            5
1.059000               118                77           28                  48         137            5
1.059250               118                77           28                  48         137            5
1.059500               118                77           28                  48         137            5
1.059750               119                77           28                  48         137            5
1.060000               119                77           28                  48         137            5
1.060250               119                77           28                  48         137            5
1.060500               119                77           28                  48         137            5
1.060750               119                77           28                  48         137            5
1.061000               119                77           28                  48         137            5
1.061251               119                77           28                  48         137            5
1.061501               119                77           28                  48         137            5
1.061752               119                77           28                  48         137            5
1.062002               119                77           28                  48         137            5
1.062253               119                77           28                  48         137            5
1.062503               119                77           28                  48         137            5
1.062754               119                77           28                  48         137            5
1.063005               119                77           28                  49         137            5
1.063255               119                77           29                  49         137            6
1.063506               119                77           29                  49         137            6
