Relative performance profile for SolverTime
Filter: gap <= 0.102% and not failed
          SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
1.000000               57                16            4                  17          94            0
1.000132               57                16            4                  17          94            0
1.000264               58                16            4                  17          94            0
1.000395               58                16            4                  17          94            0
1.000527               58                16            4                  17          94            0
1.000659               58                16            4                  17          94            0
1.000791               58                16            4                  17          94            0
1.000923               58                16            4                  17          94            0
1.001055               58                16            4                  17          94            0
1.001186               58                16            4                  17          94            0
1.001318               61                17            4                  18          94            0
1.001450               61                17            4                  18          94            0
1.001582               61                17            4                  18          94            0
1.001714               61                17            4                  18          94            0
1.001846               61                17            4                  18          94            0
1.001978               62                17            4                  19          94            0
1.002110               62                17            5                  19          94            0
1.002242               62                17            5                  19          94            0
1.002374               62                17            5                  19          94            0
1.002506               62                18            5                  19          94            0
1.002639               62                18            6                  19          94            0
1.002771               62                18            6                  19          94            0
1.002903               62                18            6                  19          94            0
1.003035               63                18            6                  20          94            0
1.003167               63                18            6                  20          94            0
1.003299               63                18            6                  20          94            0
1.003431               63                18            6                  20          94            0
1.003564               63                19            6                  20          94            0
1.003696               63                19            7                  20          94            0
1.003828               63                19            7                  20          94            0
1.003960               64                19            7                  20          94            0
1.004093               64                20            7                  20          94            0
1.004225               64                20            7                  20          94            0
1.004357               66                20            7                  20          94            1
1.004490               66                20            7                  20          94            1
1.004622               66                20            7                  20          94            1
1.004754               66                20            7                  20          94            1
1.004887               66                20            7                  20          94            1
1.005019               66                20            7                  20          94            1
1.005152               66                20            7                  20          94            1
1.005284               66                21            7                  20          94            1
1.005417               67                21            7                  20          94            1
1.005549               67                21            7                  22          94            1
1.005682               68                21            7                  22          94            1
1.005814               69                21            7                  22          94            1
1.005947               69                22            7                  22          94            1
1.006079               69                22            7                  22          94            1
1.006212               69                22            7                  22          94            1
1.006344               70                22            7                  22          94            1
1.006477               71                22            7                  22          94            1
1.006609               71                23            7                  22          94            1
1.006742               71                23            7                  22          94            1
1.006875               71                23            7                  22          94            1
1.007007               71                23            7                  22          94            1
1.007140               71                23            7                  22          94            1
1.007273               71                23            7                  22          94            1
1.007406               71                23            7                  22          94            1
1.007538               72                23            7                  22          94            1
1.007671               72                23            7                  22          94            1
1.007804               72                24            7                  22          94            1
1.007937               72                24            7                  22          94            1
1.008069               72                24            8                  22          94            1
1.008202               73                24            8                  22          94            1
1.008335               75                25            8                  23          94            1
1.008468               75                26            8                  23          94            1
1.008601               75                26            8                  23          94            1
1.008734               75                26            9                  24          94            1
1.008867               75                26            9                  24          94            1
1.009000               75                26            9                  24          94            1
1.009133               75                27            9                  24          94            1
1.009265               75                27            9                  24          94            1
1.009398               75                27            9                  24          94            1
1.009531               75                27            9                  24          94            1
1.009664               75                28            9                  24          94            1
1.009798               75                30            9                  24          94            1
1.009931               75                30            9                  24          94            1
1.010064               76                30            9                  24          94            1
1.010197               76                30            9                  24          94            1
1.010330               76                30            9                  24          94            1
1.010463               76                30            9                  24          94            1
1.010596               76                30            9                  24          94            1
1.010729               76                30            9                  24          94            1
