Relative performance profile for SolverTime
Filter: within 0.102% of known optimal value and not failed
          SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
1.000000               69                30            6                  24         129            0
1.000227               71                30            7                  24         129            0
1.000453               71                31            7                  24         129            0
1.000680               71                33            7                  24         129            0
1.000907               71                33            7                  24         129            0
1.001134               71                34            7                  24         129            0
1.001361               72                35            7                  25         129            0
1.001588               72                35            7                  25         129            0
1.001815               72                35            7                  25         129            0
1.002042               73                35            8                  26         129            0
1.002269               73                36            8                  26         129            0
1.002496               73                37            8                  26         129            0
1.002723               73                37            9                  26         129            0
1.002951               73                37            9                  26         129            0
1.003178               74                37            9                  27         129            0
1.003405               74                37            9                  27         129            0
1.003633               74                38            9                  27         129            0
1.003860               75                38            9                  27         129            0
1.004088               76                39            9                  27         129            0
1.004315               77                39            9                  27         129            0
1.004543               80                39            9                  27         129            1
1.004771               81                39            9                  27         129            1
1.004998               81                40            9                  27         129            1
1.005226               81                41            9                  27         129            1
1.005454               82                41            9                  29         129            1
1.005682               84                41            9                  29         129            1
1.005910               85                44            9                  29         129            1
1.006138               85                44            9                  29         129            1
1.006366               86                44            9                  29         129            1
1.006594               87                45            9                  29         129            1
1.006822               87                45            9                  29         129            1
1.007050               87                45            9                  29         129            1
1.007278               88                45            9                  29         129            1
1.007507               89                45            9                  29         129            1
1.007735               89                45            9                  29         129            1
1.007964               89                46            9                  29         129            1
1.008192               90                46            9                  29         129            1
1.008420               92                48            9                  30         129            1
1.008649               92                48            9                  31         129            1
1.008878               92                48           10                  31         129            1
1.009106               92                48           10                  31         129            1
1.009335               92                49           10                  31         129            1
1.009564               92                49           10                  31         129            1
1.009793               92                52           10                  31         129            1
1.010021               93                52           10                  31         129            1
1.010250               93                52           10                  31         129            1
1.010479               93                52           10                  31         129            1
1.010708               93                52           10                  31         129            1
1.010938               93                52           10                  31         129            1
1.011167               93                52           10                  31         129            1
1.011396               93                52           10                  32         129            1
1.011625               94                53           10                  32         129            1
1.011854               94                53           10                  33         129            1
1.012084               94                53           10                  34         129            1
1.012313               94                53           11                  34         129            1
1.012543               94                53           11                  34         129            1
1.012772               94                53           11                  34         129            1
1.013002               94                54           11                  35         129            1
1.013231               95                54           11                  36         129            1
1.013461               95                54           11                  36         129            1
1.013691               95                54           11                  37         129            1
1.013920               95                55           11                  37         129            1
1.014150               96                55           11                  37         129            1
1.014380               96                56           11                  37         129            1
1.014610               96                56           11                  37         129            1
1.014840               96                56           11                  38         129            1
1.015070               97                57           11                  38         129            1
1.015300               98                57           11                  38         129            1
1.015530               98                57           11                  38         129            1
1.015760               98                57           11                  38         129            1
1.015990               98                57           11                  38         129            1
1.016221               98                57           11                  38         129            1
1.016451               98                57           12                  38         129            1
1.016681               98                57           12                  38         129            1
1.016912               98                57           12                  38         129            1
1.017142               98                57           12                  38         129            1
1.017373               98                57           12                  39         129            1
1.017603               98                57           13                  39         129            1
1.017834               98                57           13                  39         129            1
1.018065               98                59           13                  39         129            1
1.018296               98                60           13                  39         129            1
1.018526               98                60           14                  39         129            1
1.018757               98                60           14                  39         129            1
1.018988               98                60           14                  39         129            1
1.019219               98                60           14                  39         129            1
1.019450               98                60           14                  39         129            1
1.019681               98                60           14                  39         129            1
1.019912               98                60           15                  39         129            1
1.020143               98                60           15                  39         129            1
1.020375               99                60           15                  39         129            1
1.020606               99                60           15                  39         129            1
1.020837               99                60           15                  39         129            1
1.021069               99                60           15                  39         129            1
1.021300               99                60           15                  39         129            1
1.021532               99                60           15                  39         129            1
1.021763               99                60           15                  39         129            1
1.021995               99                60           15                  39         129            1
1.022226              100                60           15                  39         129            1
1.022458              100                60           15                  39         129            1
1.022690              100                60           15                  39         129            1
1.022922              100                60           15                  40         129            1
1.023153              100                60           15                  40         129            1
1.023385              101                60           15                  40         129            1
1.023617              101                60           15                  40         129            1
1.023849              101                60           15                  40         129            1
1.024081              101                60           16                  40         129            1
1.024313              101                60           16                  40         129            1
1.024546              101                61           16                  40         129            1
1.024778              101                61           16                  40         129            1
1.025010              101                61           16                  40         129            1
1.025242              101                61           16                  40         129            1
1.025475              101                61           16                  40         129            1
1.025707              101                61           16                  40         129            1
1.025940              101                62           16                  40         129            1
1.026172              101                63           16                  40         129            1
1.026405              101                63           16                  40         129            1
1.026637              102                63           16                  40         129            1
1.026870              102                63           16                  40         129            1
1.027103              102                63           16                  40         129            1
1.027336              103                63           16                  40         129            1
1.027568              103                63           16                  40         129            1
1.027801              103                63           16                  40         129            1
1.028034              103                63           16                  40         129            1
1.028267              104                63           16                  40         129            1
1.028500              104                63           16                  40         129            1
1.028734              104                63           16                  40         129            1
1.028967              104                63           16                  41         129            1
1.029200              104                63           16                  41         129            1
1.029433              105                63           16                  41         129            1
1.029666              105                63           16                  41         129            1
1.029900              105                63           16                  41         129            1
1.030133              105                63           16                  41         129            1
1.030367              105                63           16                  41         129            1
1.030600              105                63           16                  41         129            1
1.030834              105                63           16                  41         129            1
