Relative performance profile for SolverTime
Filter: time >= 10.0 by at least one solver and no fail for all solvers
              SHOTcpx1910nrnc  SHOTcpx1910noref  SHOTcpx1910  SHOTcpx1910rcnoref  virt. best  virt. worst
1.000000                   53                68            6                  11         129            3
1.000967                   57                74           10                  14         129            5
1.001935                   59                78           12                  18         129            8
1.002904                   63                83           14                  18         129            9
1.003874                   68                85           15                  21         129           11
1.004845                   76                87           15                  21         129           12
1.005817                   82                90           15                  23         129           12
1.006789                   84                90           15                  24         129           12
1.007763                   85                95           15                  24         129           12
1.008738                   87                97           15                  25         129           13
1.009713                   87                98           15                  25         129           13
1.010690                   89               100           16                  26         129           15
1.011667                   89               101           16                  26         129           15
1.012646                   89               101           16                  28         129           15
1.013625                   90               101           16                  31         129           15
1.014605                   90               103           16                  32         129           15
1.015587                   91               103           16                  32         129           15
1.016569                   91               103           16                  33         129           15
1.017552                   92               103           16                  33         129           15
1.018536                   93               104           16                  34         129           15
1.019521                   93               104           16                  34         129           15
1.020507                   94               105           17                  34         129           15
1.021494                   95               105           17                  35         129           15
1.022482                   95               105           17                  35         129           15
1.023471                   95               105           17                  36         129           15
1.024460                   95               105           17                  36         129           15
1.025451                   95               105           17                  37         129           15
1.026443                   95               105           17                  37         129           15
1.027436                   95               105           17                  37         129           15
1.028429                   95               105           17                  37         129           15
1.029424                   96               105           17                  37         129           15
1.030419                   96               105           17                  38         129           15
1.031416                   96               106           17                  38         129           15
1.032414                   96               106           17                  38         129           15
1.033412                   96               106           17                  39         129           15
1.034411                   96               108           17                  39         129           15
1.035412                   96               109           17                  39         129           15
1.036413                   96               109           17                  39         129           15
1.037415                   96               109           17                  39         129           15
1.038419                   96               109           18                  39         129           16
1.039423                   97               109           18                  39         129           16
1.040428                   97               109           19                  39         129           17
1.041435                   97               111           19                  40         129           17
1.042442                   98               111           19                  40         129           17
1.043450                   99               111           19                  40         129           17
1.044459                   99               111           19                  41         129           17
1.045469                   99               111           19                  41         129           17
1.046480                   99               112           19                  41         129           17
1.047492                   99               112           19                  41         129           17
1.048505                   99               112           19                  43         129           17
1.049519                   99               112           19                  44         129           18
1.050534                   99               112           19                  45         129           18
1.051550                   99               112           19                  45         129           18
1.052567                   99               112           19                  45         129           18
1.053585                   99               112           19                  45         129           18
1.054604                   99               112           19                  45         129           18
1.055624                   99               112           20                  45         129           19
1.056645                   99               113           20                  45         129           19
1.057667                  100               113           20                  45         129           19
1.058690                  100               113           20                  45         129           19
1.059714                  101               113           20                  45         129           19
1.060738                  101               113           20                  45         129           19
1.061764                  101               113           20                  45         129           19
1.062791                  101               113           20                  45         129           19
1.063819                  101               113           20                  46         129           19
1.064848                  101               114           20                  47         129           20
1.065878                  101               114           20                  47         129           20
1.066909                  101               114           20                  48         129           20
1.067940                  101               114           20                  50         129           20
1.068973                  101               115           20                  50         129           20
1.070007                  101               115           20                  50         129           20
1.071042                  101               115           20                  50         129           20
1.072078                  101               115           20                  50         129           20
