Relative performance profile for SolverTime
Filter: within 1.0% of known optimal value and not failed
              aecp.1  aoa.0  baron  boa.1  dicopt.1  minotaur.0  sbb.1  scip.1  shot.1  virt. best  virt. worst
1.000000           1    157     27      5        14          65     13      39      93         357            0
1.001268           2    157     28      5        14          67     14      40      94         357            0
1.002539           2    157     28      5        14          67     14      40      94         357            0
1.003810           2    157     28      5        14          67     14      40      94         357            0
1.005083           2    157     28      5        14          67     14      41      94         357            0
1.006358           2    157     28      5        14          67     14      41      95         357            0
1.007635           2    157     28      5        14          68     14      41      96         357            0
1.008913           2    157     28      5        14          68     14      41      96         357            0
1.010193           2    157     28      5        14          68     14      42      96         357            0
1.011474           2    157     28      5        14          68     14      42      96         357            0
1.012757           2    157     28      5        14          68     14      42      96         357            0
1.014042           2    157     28      5        14          68     14      42      96         357            0
1.015328           2    157     28      5        14          68     14      42      96         357            0
1.016616           2    157     28      5        14          68     14      42      96         357            0
1.017905           2    157     28      5        14          68     14      42      96         357            0
1.019197           2    157     28      5        14          68     14      42      96         357            0
1.020489           2    157     28      5        14          68     14      42      97         357            0
1.021784           2    157     28      5        14          68     14      42      97         357            0
1.023080           2    158     28      5        14          69     14      42      97         357            0
1.024378           2    158     28      5        14          70     14      43      97         357            0
1.025677           2    159     28      5        14          70     14      44      97         357            0
1.026978           2    159     28      5        14          70     14      44      97         357            0
1.028281           2    159     28      5        14          70     14      44      97         357            0
1.029585           2    160     28      5        14          71     14      44      97         357            0
1.030891           2    160     28      5        14          71     14      44      97         357            0
1.032199           2    160     28      5        14          71     14      44      97         357            0
1.033508           2    160     28      5        14          72     14      44      97         357            0
1.034819           2    160     28      5        14          72     14      44      97         357            0
1.036132           2    160     28      5        14          72     14      44      97         357            0
1.037446           2    160     28      5        14          73     14      44      98         357            0
1.038762           2    160     28      5        14          73     14      44      98         357            0
1.040079           2    160     28      5        14          73     14      44      98         357            0
1.041399           2    160     28      5        14          73     14      44      99         357            0
1.042720           2    160     28      5        14          73     14      44     100         357            0
1.044042           2    161     28      5        14          73     14      44     100         357            0
1.045367           2    161     28      5        14          74     14      44     100         357            0
1.046693           2    161     28      5        14          74     14      44     100         357            0
1.048020           2    161     28      5        14          74     14      44     100         357            0
