                         Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                     5.29064e-09            0                                               0                                     0.000832593                                     4.61032e-12                                               0                                               0
                        PrimalGap                          -7.25864e-12                                    -7.25744e-12                                    -7.25744e-12  -5.2295e-12                                    -7.25402e-12                                     0.000516031                                    -1.09499e-10                                    -7.25539e-12                                    -7.26104e-12
                        DualGap                                   0.001                                     7.25744e-12                                      5.2979e-09   5.2295e-12                                     7.25402e-12                                     0.000316398                                      1.1411e-10                                     7.25539e-12                                     7.26104e-12
slay09h                 JulianDate                              43203.9                                         43211.4                                           43208      43207.2                                         43261.8                                         43241.1                                         43208.7                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               1            0                                               0                                               1                                               0                                               0                                               0
                        PrimalBound                              107806                                          107806                                          107806       107806                                          107806                                          148020                                          107806                                          107806                                          107806
                        DualBound                                107698                                          107806                                          105261       107806                                          107806                                          103144                                          107806                                          107806                                          107806
                        SolverTime                                  2.4                                          71.472                                          902.03       35.991                                         2.17664                                         947.461                                         705.421                                         37.9342                                            7.02
                        NumberOfIterations                            0                                         3122781                                             307       118208                                               0                                         2859660                                             126                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 5                                             NaN                                             NaN         1686                                               0                                           57545                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                       0.0241718            0                                               0                                        0.435073                                     2.50265e-11                                               0                                               0
                        PrimalGap                             3.008e-10                                       3.008e-10                                     2.63223e-10  3.02832e-10                                     3.00798e-10                                        0.373023                                     2.93296e-10                                     3.00805e-10                                     3.00796e-10
                        DualGap                                   0.001                                      -3.008e-10                                       0.0241718 -3.02832e-10                                    -3.00798e-10                                       0.0451921                                     -2.6827e-10                                    -3.00805e-10                                    -3.00796e-10
slay09m                 JulianDate                              43203.9                                         43211.4                                           43208      43207.2                                         43261.8                                         43241.2                                         43208.8                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                              107806                                          107806                                          107806       107806                                          107806                                          107806                                          107806                                          107806                                          107806
                        DualBound                                107698                                          107806                                          107806       107806                                          107806                                          107703                                          107806                                          107806                                          107806
                        SolverTime                                 0.52                                          12.902                                          471.51       10.379                                        0.104808                                          60.921                                         198.766                                         18.7174                                            1.96
                        NumberOfIterations                            0                                          229661                                             418        46789                                               0                                          315853                                              21                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                 5                                             NaN                                             NaN         1072                                               0                                           19600                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                     6.64405e-09            0                                               0                                     0.000952849                                     1.28018e-12                                               0                                               0
                        PrimalGap                             3.008e-10                                       3.008e-10                                       3.008e-10 -1.13809e-08                                     3.00796e-10                                       3.008e-10                                     1.89136e-10                                     3.00806e-10                                     3.00805e-10
                        DualGap                                   0.001                                      -3.008e-10                                     6.34325e-09  1.13809e-08                                    -3.00796e-10                                     0.000952849                                    -1.87856e-10                                    -3.00806e-10                                    -3.00805e-10
slay10h                 JulianDate                              43203.9                                         43211.4                                           43208      43207.2                                         43261.8                                         43241.2                                             NaN                                               0                                             NaN
                        TerminationStatus                             0                                               1                                               1            0                                               0                                               1                                             NaN                                               1                                               0
                        PrimalBound                              129580                                          129580                                          129717       129580                                          129580                                          215595                                             NaN                                          129580                                          129580
                        DualBound                                129450                                          129063                                          118554       129508                                          129580                                          119248                                             NaN                                          127478                                          129580
                        SolverTime                               339.35                                         900.016                                         902.025      240.869                                         25.0303                                         932.955                                             NaN                                         900.029                                          275.22
                        NumberOfIterations                            0                                        42222308                                             109       923579                                               0                                         2465642                                             NaN                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                             NaN                                               0                                               0
                        NumberOfNodes                             12120                                             NaN                                             NaN        12918                                               0                                           40194                                             NaN                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                            True                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                          No data.                                                                                                
                        Gap                                       0.001                                      0.00400823                                       0.0941568  0.000556656                                               0                                        0.807963                                             NaN                                       0.0164918                                               0
                        PrimalGap                           -3.5771e-10                                     -3.5771e-10                                      0.00105938 -3.56514e-10                                    -3.57707e-10                                        0.663803                                             inf                                    -3.57699e-10                                    -3.57792e-10
                        DualGap                                   0.001                                      0.00400823                                       0.0929989  0.000556656                                     3.57707e-10                                       0.0866451                                             inf                                       0.0164918                                     3.57792e-10
slay10m                 JulianDate                              43203.9                                         43211.5                                           43208      43207.2                                         43261.8                                         43241.2                                             NaN                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               1            0                                               0                                               0                                             NaN                                               1                                               0
                        PrimalBound                              129580                                          129580                                          129679       129580                                          129580                                          129652                                             NaN                                          129772                                          129580
                        DualBound                                129450                                          129580                                          125909       129580                                          129580                                          129534                                             NaN                                          128459                                          129580
                        SolverTime                                24.58                                         528.012                                         902.018       42.072                                        0.235679                                          200.52                                             NaN                                          900.01                                           66.57
                        NumberOfIterations                            0                                        17294503                                             152       207078                                               0                                          958328                                             NaN                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                             NaN                                               0                                               0
                        NumberOfNodes                              1453                                             NaN                                             NaN         3823                                               0                                           55894                                             NaN                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                            True                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                          No data.                                                                                                
                        Gap                                       0.001                                               0                                        0.029944            0                                               0                                     0.000911235                                             NaN                                       0.0102203                                               0
                        PrimalGap                           -3.5771e-10                                     -3.5771e-10                                     0.000763615 -3.55271e-10                                    -3.57707e-10                                     0.000557709                                             inf                                      0.00148169                                    -3.57702e-10
                        DualGap                                   0.001                                      3.5771e-10                                       0.0291582  3.55271e-10                                     3.57707e-10                                     0.000353329                                             inf                                      0.00872569                                     3.57702e-10
smallinvDAXr1b010-011   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.2                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                            0.398797                                        0.398797                                        0.398797     0.398797                                        0.398797                                        0.398797                                        0.398797                                        0.398797                                        0.398797
                        DualBound                              0.397797                                        0.398797                                        0.398797     0.397973                                        0.398797                                        0.397817                                        0.398797                                        0.398797                                        0.398797
                        SolverTime                                  1.4                                           5.287                                           2.147          0.2                                        0.199185                                           0.269                                           3.034                                        0.677732                                            0.23
                        NumberOfIterations                            0                                          284068                                              60          840                                               0                                             920                                               7                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                41                                             NaN                                             NaN           71                                            1246                                             112                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                  0.00251384                                               0                                               0   0.00207054                                               0                                      0.00246513                                               0                                               0                                               0
                        PrimalGap                                     0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        DualGap                              0.00251384                                               0                                               0   0.00207055                                               0                                      0.00246513                                               0                                               0                                               0
smallinvDAXr1b020-022   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.2                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             1.57153                                         1.57153                                         1.57153      1.57153                                         1.57153                                         1.57153                                         1.57153                                         1.57153                                         1.57153
                        DualBound                               1.56996                                         1.57153                                         1.57153      1.57004                                         1.57153                                         1.57053                                         1.57153                                         1.57153                                         1.57153
                        SolverTime                                 1.42                                          15.682                                           1.827        0.216                                        0.218347                                           0.214                                           6.029                                         1.71861                                            0.25
                        NumberOfIterations                            0                                          879028                                              57          812                                               0                                             567                                               7                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                57                                             NaN                                             NaN           74                                             972                                              67                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0  0.000947003                                               0                                     0.000637044                                               0                                               0                                               0
                        PrimalGap                                     0                                               0                                               0 -6.36323e-10                                               0                                               0                                               0                                               0                                               0
                        DualGap                                   0.001                                               0                                               0  0.000947004                                               0                                     0.000637044                                               0                                               0                                               0
smallinvDAXr1b050-055   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.2                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             9.80535                                         9.79714                                         9.79714      9.79714                                         9.79714                                         9.80122                                         9.79714                                         9.79714                                         9.79714
                        DualBound                               9.79555                                         9.79714                                         9.79714      9.78879                                         9.79714                                         9.79437                                         9.79714                                         9.79714                                         9.79714
                        SolverTime                                 3.44                                          17.155                                           1.107        0.202                                        0.179054                                           0.317                                           5.696                                         4.89279                                            0.37
                        NumberOfIterations                            0                                          733742                                              83          764                                               0                                            1058                                              12                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                               227                                             NaN                                             NaN           63                                            1269                                             152                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                       0.001                                               0                                               0  0.000853535                                               0                                      0.00069944                                               0                                               0                                               0
                        PrimalGap                           0.000837322                                               0                                               0            0                                               0                                     0.000416474                                               0                                               0                                               0
                        DualGap                             0.000162542                                               0                                               0  0.000853535                                               0                                     0.000282849                                               0                                               0                                               0
smallinvDAXr1b100-110   JulianDate                              43203.9                                         43249.2                                         43248.8      43249.2                                         43261.8                                         43248.8                                         43249.3                                               0                                             NaN
                        TerminationStatus                             0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        PrimalBound                             39.1749                                         39.1765                                         39.1621      39.1664                                         39.1735                                         39.1735                                         39.1854                                         39.1621                                         39.1621
                        DualBound                               39.1501                                         39.1765                                         39.1621      39.1291                                         39.1735                                         39.1547                                         39.1476                                         39.1621                                         39.1621
                        SolverTime                                 1.26                                           29.81                                           1.433        0.087                                        0.299005                                             0.3                                           7.586                                         10.2025                                            0.43
                        NumberOfIterations                            0                                          959264                                             107          130                                               0                                             957                                              14                                               0                                               0
                        NumberOfDomainViolations                      0                                               0                                               0            0                                               0                                               0                                               0                                               0                                               0
                        NumberOfNodes                                29                                             NaN                                             NaN            1                                             945                                             140                                               0                                               0                                             NaN
                        Fail                                      False                                           False                                           False        False                                           False                                           False                                           False                                           False                                           False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                  
                        Gap                                  0.00063215                                               0                                               0  0.000951461                                               0                                      0.00047958                                     0.000965795                                               0                                               0
                        PrimalGap                           0.000324714                                     0.000366762                                               0  0.000107577                                     0.000289575                                     0.000289575                                     0.000594325                                               0                                               0
