Relative performance profile for SolverTime
Filter: gap <= 0.1002% and not failed
              aecp.1  aoa.0  baron  boa.1  dicopt.1  minotaur.0  sbb.1  scip.1  shot.1  virt. best  virt. worst
1.000000           0    156     24      5        13          65     12      35      95         356            0
1.001268           0    156     24      5        13          66     12      35      95         356            0
1.002539           0    156     24      5        13          66     12      35      95         356            0
1.003810           0    156     24      5        13          66     12      35      95         356            0
1.005083           0    156     24      5        13          66     12      35      95         356            0
1.006358           0    156     24      5        13          66     12      35      96         356            0
1.007635           0    156     24      5        13          67     12      35      97         356            0
1.008913           0    156     24      5        13          67     12      35      97         356            0
1.010193           0    156     24      5        13          67     12      36      97         356            0
1.011474           0    156     24      5        13          67     12      36      97         356            0
1.012757           0    156     24      5        13          67     12      36      97         356            0
1.014042           0    156     24      5        13          67     12      36      97         356            0
1.015328           0    156     24      5        13          67     12      36      97         356            0
1.016616           0    156     24      5        13          67     12      36      97         356            0
1.017905           0    156     24      5        13          67     12      36      97         356            0
1.019197           0    156     24      5        13          67     12      36      97         356            0
1.020489           0    156     24      5        13          67     12      36      98         356            0
1.021784           0    156     24      5        13          67     12      36      98         356            0
1.023080           0    157     24      5        13          68     12      36      98         356            0
1.024378           0    157     24      5        13          69     12      37      98         356            0
1.025677           0    158     24      5        13          69     12      37      98         356            0
1.026978           0    158     24      5        13          69     12      37      98         356            0
1.028281           0    158     24      5        13          69     12      37      98         356            0
1.029585           0    159     24      5        13          70     12      37      98         356            0
1.030891           0    159     24      5        13          70     12      37      98         356            0
1.032199           0    159     24      5        13          70     12      37      98         356            0
1.033508           0    159     24      5        13          71     12      37      98         356            0
1.034819           0    159     24      5        13          71     12      37      98         356            0
1.036132           0    159     24      5        13          71     12      37      98         356            0
1.037446           0    159     24      5        13          72     12      37      99         356            0
1.038762           0    159     24      5        13          72     12      37      99         356            0
1.040079           0    159     24      5        13          72     12      37      99         356            0
1.041399           0    159     24      5        13          72     12      37     100         356            0
1.042720           0    159     24      5        13          72     12      37     101         356            0
1.044042           0    160     24      5        13          72     12      37     101         356            0
1.045367           0    160     24      5        13          73     12      37     101         356            0
1.046693           0    160     24      5        13          73     12      37     101         356            0
1.048020           0    160     24      5        13          73     12      37     101         356            0
1.049350           0    160     24      5        13          73     12      37     101         356            0
1.050681           0    160     24      5        13          74     12      37     101         356            0
1.052013           0    160     24      5        13          74     12      37     101         356            0
1.053348           0    160     24      5        13          74     12      37     101         356            0
1.054684           0    160     24      5        13          75     12      37     101         356            0
1.056022           0    160     24      5        13          75     12      37     101         356            0
1.057361           0    160     24      5        13          76     12      37     102         356            0
1.058703           0    161     24      5        13          76     12      37     102         356            0
1.060045           0    161     24      5        13          76     12      37     102         356            0
1.061390           0    161     24      5        13          76     12      37     102         356            0
1.062736           0    161     24      5        13          76     12      37     102         356            0
1.064084           0    161     24      5        13          76     12      37     102         356            0
1.065434           0    161     24      5        13          76     12      37     102         356            0
1.066786           0    161     24      5        13          76     12      38     102         356            0
1.068139           0    161     24      5        13          76     12      38     102         356            0
1.069494           0    161     24      5        13          76     12      39     102         356            0
1.070850           0    161     24      5        13          77     12      39     102         356            0
1.072209           0    161     24      5        13          77     12      39     102         356            0
1.073569           0    161     24      5        13          78     12      39     102         356            0
1.074930           0    161     24      5        13          78     12      39     102         356            0
1.076294           0    162     24      5        13          78     12      39     102         356            0
1.077659           0    164     24      5        13          78     12      40     102         356            0
1.079026           0    164     24      5        13          78     12      40     102         356            0
1.080395           0    164     24      5        13          78     12      40     102         356            0
1.081765           0    164     24      5        13          78     12      40     102         356            0
1.083137           0    164     24      5        14          78     12      40     102         356            0
1.084511           0    165     24      5        14          78     12      40     102         356            0
1.085887           0    165     24      5        14          78     12      40     103         356            0
1.087264           0    165     24      5        14          78     12      40     103         356            0
1.088643           0    165     24      5        15          79     12      40     103         356            0
1.090024           0    165     24      5        15          79     13      40     103         356            0
1.091407           0    165     24      5        15          79     13      40     103         356            0
1.092791           0    167     25      5        15          79     13      40     103         356            0
1.094178           0    168     25      5        15          79     13      40     103         356            0
1.095565           0    168     25      5        15          79     13      40     103         356            0
1.096955           0    168     25      5        15          79     13      40     103         356            0
1.098347           0    168     25      5        15          79     13      40     103         356            0
1.099740           0    168     25      5        15          79     13      40     103         356            0
1.101135           0    168     25      5        16          79     13      42     103         356            0
1.102532           0    169     25      5        16          79     13      42     103         356            0
1.103930           0    169     26      5        16          79     13      42     103         356            0
1.105330           0    169     26      5        16          79     13      42     103         356            0
1.106732           0    170     27      5        16          79     13      42     103         356            0
1.108136           0    170     27      5        16          79     13      42     103         356            0
1.109542           0    170     27      5        17          79     13      42     103         356            0
1.110949           0    170     27      5        17          79     13      42     103         356            0
1.112358           0    170     27      5        17          79     13      42     104         356            0
1.113769           0    170     27      5        17          80     13      42     104         356            0
1.115182           0    171     27      5        17          80     13      42     104         356            0
1.116597           0    171     27      5        17          80     13      42     104         356            0
1.118013           0    171     27      5        17          80     13      42     104         356            0
1.119431           0    171     27      5        17          81     14      44     104         356            0
1.120851           0    171     27      5        17          81     14      44     104         356            0
1.122273           0    171     27      5        17          81     14      44     104         356            0
1.123696           0    171     27      5        17          81     14      44     104         356            0
1.125122           0    171     27      5        17          81     14      44     104         356            0
1.126549           0    171     27      5        17          81     14      44     104         356            0
1.127978           0    171     27      5        17          81     14      44     104         356            0
1.129409           0    171     27      5        17          81     14      45     104         356            0
1.130841           0    171     27      5        18          81     14      46     105         356            0
1.132276           0    171     27      5        18          81     14      46     105         356            0
1.133712           0    171     27      5        18          81     14      46     105         356            0
1.135150           0    171     27      5        18          82     14      46     105         356            0
1.136590           0    171     27      5        18          82     14      46     105         356            0
1.138032           0    171     27      5        18          82     14      46     105         356            0
1.139475           0    172     27      5        18          82     14      46     105         356            0
1.140921           0    172     27      5        18          82     14      47     105         356            0
1.142368           0    173     27      5        18          82     14      47     105         356            0
1.143817           0    174     27      5        18          83     14      47     105         356            0
1.145268           0    174     27      5        18          83     14      47     105         356            0
1.146720           0    174     27      5        18          83     14      47     105         356            0
1.148175           0    174     27      5        18          83     14      47     105         356            0
1.149631           0    174     27      5        18          83     14      47     105         356            0
1.151090           0    174     27      5        18          83     14      47     105         356            0
1.152550           0    175     27      5        18          83     14      47     105         356            0
1.154012           0    176     27      5        18          83     14      47     105         356            0
1.155475           0    177     27      5        18          84     14      47     106         356            0
1.156941           0    177     27      5        18          84     14      47     106         356            0
1.158409           0    177     27      5        18          84     14      47     106         356            0
1.159878           0    177     27      5        18          85     15      47     106         356            0
1.161349           0    177     27      5        18          86     15      47     106         356            0
1.162822           0    177     27      5        18          86     15      47     106         356            0
1.164297           0    179     27      5        18          86     15      47     106         356            0
1.165774           0    180     27      5        18          86     15      47     106         356            0
1.167253           0    180     28      5        18          86     15      47     106         356            0
1.168734           0    181     28      5        18          87     15      47     106         356            0
1.170216           0    181     28      5        18          87     15      47     106         356            0
1.171700           0    182     28      5        18          87     15      47     106         356            0
1.173187           0    182     28      5        18          87     15      47     106         356            0
1.174675           0    182     28      5        18          87     15      47     106         356            0
1.176165           0    182     28      5        18          87     15      47     106         356            0
1.177657           0    183     28      5        18          87     15      47     106         356            0
1.179150           0    184     28      5        18          87     15      47     107         356            0
1.180646           0    184     28      5        18          87     15      47     107         356            0
1.182144           0    185     28      5        18          87     15      47     107         356            0
1.183643           0    185     28      5        18          87     15      47     107         356            0
1.185145           0    186     28      5        18          87     15      47     107         356            0
1.186648           0    186     28      5        18          87     15      47     107         356            0
1.188153           0    186     28      5        18          87     15      47     107         356            0
1.189660           0    187     28      5        18          87     15      47     107         356            0
1.191169           0    187     28      5        18          87     15      47     107         356            0
1.192680           0    187     28      5        18          87     15      47     108         356            0
1.194193           0    187     28      5        18          87     15      47     108         356            0
1.195708           0    187     28      5        18          87     15      47     108         356            0
1.197225           0    187     28      5        18          87     15      47     108         356            0
1.198743           0    187     28      5        18          87     15      47     109         356            0
1.200264           0    187     28      6        18          87     15      48     109         356            0
