Relative performance profile for SolverTime
Filter: time >= 10.0 by at least one solver and no fail for all solvers
              dicopt  muriqui  shot  baron  aoa  knitro  alphaecp  knitrobb  scip  bbb  sbb  mtaurbnb  juniper  lindo  boa  mtaurqg  pavito  antigone  couenne  bhyb  virt. best  virt. worst
1.000000           3        5    22      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.001268           3        5    22      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.002539           3        5    22      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.003810           3        5    22      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.005083           3        5    23      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.006358           3        5    23      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.007635           3        5    23      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.008913           3        5    23      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.010193           3        5    23      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.011474           3        5    23      4   17       2         2        10    26    2    2         3        3      3   15        7       5         7        4     2          96            2
1.012757           3        5    23      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.014042           3        5    23      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.015328           3        5    23      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.016616           3        5    23      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.017905           3        5    23      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.019197           3        5    23      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.020489           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.021784           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.023080           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.024378           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.025677           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.026978           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         7        4     2          96            2
1.028281           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         8        4     2          96            2
1.029585           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         8        4     2          96            2
1.030891           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         8        4     2          96            2
1.032199           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         8        4     2          96            2
1.033508           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         8        4     2          96            2
1.034819           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         8        4     2          96            2
1.036132           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         8        4     2          96            2
1.037446           3        5    24      4   17       2         2        10    26    2    2         4        3      3   15        7       5         8        4     2          96            2
1.038762           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         8        4     2          96            2
1.040079           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.041399           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.042720           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.044042           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.045367           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.046693           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.048020           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.049350           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.050681           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.052013           3        5    25      4   17       2         2        10    26    2    2         4        3      3   15        7       5         9        4     2          96            2
1.053348           3        5    25      4   18       2         2        10    27    2    2         4        3      3   15        7       5         9        4     2          96            2
1.054684           3        5    25      4   18       2         2        10    27    2    2         4        3      3   15        7       5         9        4     2          96            2
1.056022           3        5    25      4   18       2         2        10    27    2    2         5        3      3   15        7       5         9        4     2          96            2
1.057361           3        5    25      4   18       2         2        10    27    2    2         5        3      3   15        7       5         9        4     2          96            2
1.058703           3        5    25      4   18       2         2        10    27    2    2         5        3      3   15        7       5         9        4     2          96            2
1.060045           3        5    25      4   19       2         2        10    27    2    2         5        3      3   15        7       5         9        4     2          96            2
1.061390           3        6    26      4   19       2         2        10    27    2    2         5        3      3   15        7       5         9        4     2          96            2
1.062736           3        6    26      4   20       2         2        10    27    2    2         5        3      3   15        7       5         9        4     2          96            2
1.064084           3        6    26      4   20       2         2        10    27    2    2         5        3      3   15        7       5         9        4     2          96            2
1.065434           3        6    26      4   20       2         2        10    28    2    2         5        3      3   15        7       5         9        4     2          96            2
1.066786           3        6    26      4   20       2         2        10    28    2    2         5        3      3   15        7       5         9        4     2          96            2
1.068139           3        6    26      4   20       2         2        10    28    2    2         5        3      3   15        7       5         9        4     2          96            2
1.069494           3        6    26      4   20       2         2        10    28    2    2         5        3      3   16        7       5         9        4     2          96            2
