Relative performance profile for SolverTime
Filter: gap <= 10.0% and not failed
             Scb2804m  Scp2804m  Scp2804nq  Scp2804nqm  Scp2804nqme  Scp2804nqmopt  Scp2804nqmoptsp  Scp2804nqmsp  Scp2804nref  Scp2804s  Scp2804st1  Scp2804st4  Sgb2804s  virt. best  virt. worst
1.000000            1         5         18           5           17              8                2             2            4        19          96          66       155         398            0
1.000986            1         7         19           5           17              8                2             2            4        21          97          68       158         398            0
1.001972            1         7         21           5           17              8                2             2            5        23         100          69       158         398            0
1.002960            1         7         23           5           17              8                2             2            6        23         101          71       158         398            0
1.003949            1         9         25           5           18              8                2             2            7        26         102          71       159         398            0
1.004938            1        11         26           5           18              8                3             2            7        26         102          73       159         398            0
1.005929            1        11         26           5           18              8                3             3            8        28         102          74       159         398            0
1.006920            1        11         28           5           18              8                3             3            8        29         102          75       159         398            0
1.007913            1        11         29           5           18              8                3             3            9        29         105          76       159         398            0
1.008906            1        13         29           5           18              8                3             3            9        30         105          76       159         398            0
1.009901            1        13         30           5           18              8                3             3            9        31         106          79       160         398            0
1.010896            1        14         31           6           18              8                3             3            9        32         106          79       160         398            0
1.011893            1        14         31           6           18              8                3             3            9        32         106          79       160         398            0
1.012890            1        14         32           6           18              8                3             3            9        33         107          81       160         398            0
1.013888            1        14         32           6           18              8                3             4            9        36         110          82       160         398            0
1.014888            1        15         33           6           18              8                3             5            9        36         110          83       161         398            0
1.015888            1        15         33           6           18              8                4             5            9        39         111          83       162         398            0
1.016890            1        15         33           6           18              8                4             5            9        39         111          83       162         398            0
1.017892            1        15         34           6           18              8                4             5            9        39         112          84       162         398            0
1.018895            1        15         35           6           18              8                4             5            9        40         112          86       162         398            0
1.019900            1        15         35           6           18              8                5             5            9        40         112          87       162         398            0
1.020905            1        16         36           6           18              8                5             5            9        42         113          89       163         398            0
1.021911            1        16         36           6           18              9                5             5            9        42         114          90       165         398            0
1.022918            1        17         37           6           18              9                5             5            9        43         114          92       165         398            0
1.023927            1        18         41           6           19              9                5             5            9        43         114          93       165         398            0
1.024936            1        18         42           6           20              9                5             5            9        44         114          94       165         398            0
1.025946            1        20         42           6           20             10                5             5            9        45         114          94       165         398            0
1.026958            1        20         43           6           20             10                5             5            9        47         114          95       166         398            0
1.027970            1        21         44           6           20             10                5             5            9        47         115          96       167         398            0
1.028983            1        21         46           6           20             10                5             5            9        48         116          98       167         398            0
1.029997            1        21         46           6           20             10                5             5           10        49         116          99       168         398            0
1.031013            1        21         47           6           20             10                5             5           10        50         116          99       169         398            0
1.032029            1        21         48           7           20             10                5             6           10        51         116         100       169         398            0
1.033046            1        22         48           7           20             10                5             6           10        51         118         101       169         398            0
1.034064            1        22         49           8           20             10                5             6           10        52         118         102       170         398            0
1.035084            1        22         49           8           20             10                5             6           10        52         118         102       170         398            0
1.036104            1        22         49           8           20             11                6             6           10        53         119         102       170         398            0
1.037125            1        22         50           8           20             11                6             7           10        53         120         102       170         398            0
1.038148            1        22         51           8           20             12                6             7           10        54         121         104       170         398            0
1.039171            1        22         53           8           20             12                6             7           10        55         123         106       170         398            0
1.040195            1        22         53           8           20             12                6             7           10        55         123         106       171         398            0
1.041220            1        23         54           8           20             13                6             7           10        56         124         108       172         398            0
1.042247            1        23         55           8           20             14                6             7           10        58         124         108       172         398            0
1.043274            1        23         55           8           20             14                6             7           10        60         125         108       174         398            0
1.044302            1        23         57           8           20             14                6             7           11        60         126         110       175         398            0
1.045332            1        24         57           8           20             14                6             7           11        62         127         111       175         398            0
1.046362            1        24         57           8           20             14                6             7           11        65         131         112       176         398            0
1.047394            1        25         57           8           20             14                6             7           11        66         131         116       176         398            0
1.048426            1        25         59           8           20             14                6             7           11        68         131         116       176         398            0
1.049459            1        25         61           8           20             14                6             8           11        71         131         116       176         398            0
1.050494            1        25         61           8           21             14                6             8           11        71         131         118       176         398            0
1.051529            1        25         63           8           21             14                6             8           11        71         133         120       176         398            0
1.052566            1        25         65           8           21             14                6             8           11        73         134         121       177         398            0
