Relative performance profile for SolverTime
Filter: gap <= 1.0% and not failed
             Scb2804m  Scp2804m  Scp2804nq  Scp2804nqm  Scp2804nqme  Scp2804nqmopt  Scp2804nqmoptsp  Scp2804nqmsp  Scp2804nref  Scp2804s  Scp2804st1  Scp2804st4  Sgb2804s  virt. best  virt. worst
1.000000            1         5         18           5           17              8                2             2            4        20          94          66       154         396            0
1.000986            1         6         18           5           17              8                2             2            4        21          95          67       154         396            0
1.001972            1         6         20           5           17              8                2             2            5        23          98          68       154         396            0
1.002960            1         6         22           5           17              8                2             2            6        23          99          70       154         396            0
1.003949            1         8         24           5           18              8                2             2            7        26         100          70       155         396            0
1.004938            1        10         25           5           18              8                3             2            7        26         100          72       155         396            0
1.005929            1        10         25           5           18              8                3             3            8        28         100          73       155         396            0
1.006920            1        10         27           5           18              8                3             3            8        29         100          74       155         396            0
1.007913            1        10         28           5           18              8                3             3            9        29         103          75       155         396            0
1.008906            1        12         28           5           18              8                3             3            9        30         103          75       155         396            0
1.009901            1        12         29           5           18              8                3             3            9        31         104          78       156         396            0
1.010896            1        13         30           6           18              8                3             3            9        32         104          78       156         396            0
1.011893            1        13         30           6           18              8                3             3            9        32         104          78       156         396            0
1.012890            1        13         31           6           18              8                3             3            9        33         105          80       156         396            0
1.013888            1        13         31           6           18              8                3             4            9        36         108          81       156         396            0
1.014888            1        14         33           6           18              8                3             5            9        36         108          82       157         396            0
1.015888            1        14         33           6           18              8                4             5            9        39         109          82       158         396            0
1.016890            1        14         33           6           18              8                4             5            9        39         109          82       158         396            0
1.017892            1        14         34           6           18              8                4             5            9        39         110          83       158         396            0
1.018895            1        14         35           6           18              8                4             5            9        40         110          85       158         396            0
1.019900            1        14         35           6           18              8                5             5            9        40         110          86       158         396            0
1.020905            1        15         36           6           18              8                5             5            9        42         111          88       159         396            0
1.021911            1        15         36           6           18              9                5             5            9        42         112          89       161         396            0
1.022918            1        16         37           6           18              9                5             5            9        43         112          91       161         396            0
1.023927            1        17         41           6           19              9                5             5            9        43         112          92       161         396            0
1.024936            1        17         42           6           20              9                5             5            9        44         112          93       161         396            0
1.025946            1        19         42           6           20             10                5             5            9        45         112          93       161         396            0
1.026958            1        19         43           6           20             10                5             5            9        47         112          94       162         396            0
1.027970            1        20         44           6           20             10                5             5            9        47         113          95       163         396            0
1.028983            1        20         46           6           20             10                5             5            9        48         114          97       163         396            0
1.029997            1        20         46           6           20             10                5             5           10        49         114          98       164         396            0
1.031013            1        20         47           6           20             10                5             5           10        50         114          98       165         396            0
1.032029            1        20         48           7           20             10                5             6           10        51         114          99       165         396            0
1.033046            1        21         48           7           20             10                5             6           10        51         116         100       165         396            0
1.034064            1        21         49           8           20             10                5             6           10        52         116         101       166         396            0
1.035084            1        21         49           8           20             10                5             6           10        52         116         101       166         396            0
1.036104            1        21         49           8           20             11                6             6           10        53         117         101       166         396            0
1.037125            1        21         50           8           20             11                6             7           10        53         118         101       166         396            0
1.038148            1        21         51           8           20             12                6             7           10        54         119         103       166         396            0
1.039171            1        21         53           8           20             12                6             7           10        55         121         105       166         396            0
1.040195            1        21         53           8           20             12                6             7           10        55         121         105       167         396            0
1.041220            1        22         54           8           20             13                6             7           10        56         122         107       168         396            0
1.042247            1        22         55           8           20             14                6             7           10        58         122         107       168         396            0
1.043274            1        22         55           8           20             14                6             7           10        60         123         107       170         396            0
1.044302            1        22         57           8           20             14                6             7           11        60         124         109       171         396            0
1.045332            1        23         57           8           20             14                6             7           11        62         125         110       171         396            0
1.046362            1        23         57           8           20             14                6             7           11        65         129         111       172         396            0
1.047394            1        24         57           8           20             14                6             7           11        66         129         115       172         396            0
1.048426            1        24         59           8           20             14                6             7           11        68         129         115       172         396            0
1.049459            1        24         61           8           20             14                6             8           11        71         129         115       172         396            0
1.050494            1        24         61           8           21             14                6             8           11        71         129         117       172         396            0
1.051529            1        24         63           8           21             14                6             8           11        71         131         119       172         396            0
