Relative performance profile for SolverTime
Filter: time >= 10.0 by at least one solver and no fail for all solvers
              Scb2804m  Scp2804m  Scp2804nq  Scp2804nqm  Scp2804nqme  Scp2804nqmopt  Scp2804nqmoptsp  Scp2804nqmsp  Scp2804nref  Scp2804s  Scp2804st1  Scp2804st4  Sgb2804s  virt. best  virt. worst
1.000000             6         3          6           4           14              5                1             1            4        11           8          33        58         154            0
1.001151             9         5         10           7           17              8                3             3            7        13           9          35        61         154            2
1.002303             9         5         10           7           17              8                3             3            8        14           9          36        61         154            2
1.003457             9         5         10           7           17              8                3             3           10        16           9          37        61         154            2
1.004612             9         7         10           7           17              8                3             3           10        16           9          37        61         154            2
1.005769             9         7         10           7           17              8                3             4           11        18           9          37        61         154            2
1.006926             9         8         11           7           17              8                3             4           11        18           9          37        61         154            2
1.008085             9        10         11           7           17              8                3             5           11        18           9          37        61         154            2
1.009246             9        10         11           7           17              8                3             5           11        19           9          37        61         154            3
1.010407             9        10         11           8           17              8                3             5           11        19           9          38        61         154            3
1.011570             9        11         11           8           17              8                3             5           11        20           9          38        61         154            3
1.012735             9        11         12           8           17              8                3             5           11        21           9          39        61         154            3
1.013901             9        11         12           8           17              8                3             6           11        22           9          39        61         154            3
1.015068             9        12         13           8           17              8                3             6           11        22           9          39        61         154            3
1.016236             9        12         13           8           17              8                3             6           11        24           9          39        61         154            3
1.017406             9        12         13           8           17              8                3             6           11        24           9          39        61         154            3
1.018577             9        12         14           8           17              8                3             6           11        24           9          39        61         154            3
1.019749             9        12         14           8           17              8                3             6           11        24           9          40        61         154            3
1.020923             9        13         15           8           17              8                3             6           11        25           9          42        61         154            3
1.022098             9        13         15           8           17              8                3             6           11        25           9          42        61         154            3
1.023275             9        13         17           8           17              8                3             6           11        26           9          43        61         154            3
1.024453             9        14         17           8           18              8                3             6           11        26           9          43        61         154            3
1.025632             9        16         18           8           18              8                3             6           11        26           9          43        61         154            3
1.026812             9        16         19           8           18              8                3             6           11        26           9          43        61         154            3
1.027994             9        16         20           8           18              8                3             6           11        26           9          43        61         154            3
1.029178             9        16         20           8           18              8                3             6           11        26          10          43        61         154            3
1.030362             9        16         21           8           18              8                3             6           11        26          10          44        61         154            3
1.031548             9        16         21           8           18              8                3             6           11        26          10          44        61         154            3
1.032736             9        16         22           8           18              8                3             6           11        26          10          44        61         154            3
1.033924             9        16         23           8           18              8                3             6           11        26          10          44        62         154            3
1.035114             9        16         23           8           18              8                3             6           11        26          10          44        62         154            3
1.036306             9        16         24           8           18             10                4             7           11        26          12          44        63         154            3
1.037499             9        16         24           8           18             10                4             7           11        26          12          45        63         154            3
1.038693             9        16         24           9           18             10                4             7           11        26          12          45        63         154            3
1.039889             9        16         24           9           19             10                4             7           11        27          12          46        63         154            3
1.041086             9        16         24           9           19             10                4             7           11        27          12          46        63         154            3
1.042284             9        16         24           9           19             10                4             7           11        28          12          46        63         154            3
1.043484             9        16         24           9           19             10                4             7           11        29          12          46        63         154            3
1.044685             9        16         24           9           19             10                4             7           11        30          12          46        63         154            3
1.045887             9        17         24           9           19             10                4             7           12        30          13          46        63         154            4
1.047091             9        17         24           9           19             10                4             7           12        30          13          47        63         154            4
1.048296             9        17         24           9           19             10                4             7           12        30          13          47        63         154            4
1.049503             9        17         24           9           19             10                4             7           12        30          13          47        63         154            4
1.050711             9        17         24           9           19             10                4             7           12        30          13          47        63         154            4
1.051920             9        17         25           9           19             10                4             7           12        30          13          48        63         154            4
1.053131             9        17         25           9           19             10                4             7           12        31          13          48        63         154            4
1.054344             9        17         25           9           19             10                4             7           12        31          13          48        63         154            4
1.055557             9        17         25           9           19             10                4             7           12        32          13          48        63         154            4
