Relative performance profile for NumberOfIterations
Filter: gap <= 0.102% and not failed
              SHOTcpx1910MMcvx  scipNCsoplex  baronNC  SHOTcpx1910MM  virt. best  virt. worst
1.257633e+00                 3             2        7              3           9            0
1.259583e+00                 3             2        7              3           9            0
1.261535e+00                 3             2        7              3           9            0
1.263491e+00                 3             2        7              3           9            0
1.265449e+00                 3             2        7              3           9            0
1.267411e+00                 3             2        7              3           9            0
1.269375e+00                 3             2        7              3           9            0
1.271343e+00                 3             2        7              3           9            0
1.273314e+00                 3             2        7              3           9            0
1.275287e+00                 3             2        7              3           9            0
1.277264e+00                 3             2        7              3           9            0
1.279244e+00                 3             2        7              3           9            0
1.281227e+00                 3             2        7              3           9            0
1.283213e+00                 3             2        7              3           9            0
1.285202e+00                 3             2        7              3           9            0
1.287194e+00                 3             2        7              3           9            0
1.289189e+00                 3             2        7              3           9            0
1.291188e+00                 3             2        7              3           9            0
1.293189e+00                 3             2        7              3           9            0
1.295194e+00                 3             2        7              3           9            0
1.297201e+00                 3             2        7              3           9            0
1.299212e+00                 3             2        7              3           9            0
1.301226e+00                 3             2        7              3           9            0
1.303243e+00                 3             2        7              3           9            0
1.305263e+00                 3             2        7              3           9            0
1.307286e+00                 3             2        7              3           9            0
1.309313e+00                 3             2        7              3           9            0
1.311342e+00                 3             2        7              3           9            0
1.313375e+00                 3             2        7              3           9            0
1.315411e+00                 3             2        7              3           9            0
1.317450e+00                 3             2        7              3           9            0
1.319492e+00                 3             2        7              3           9            0
1.321537e+00                 3             2        7              3           9            0
1.323585e+00                 3             2        7              3           9            0
1.325637e+00                 3             2        7              3           9            0
1.327692e+00                 3             2        7              3           9            0
1.329750e+00                 3             2        7              3           9            0
1.331811e+00                 3             2        7              3           9            0
1.333875e+00                 3             2        7              3           9            0
1.335943e+00                 3             2        7              3           9            0
1.338014e+00                 3             2        7              3           9            0
1.340088e+00                 3             2        7              3           9            0
1.342165e+00                 3             2        7              3           9            0
1.344246e+00                 3             2        7              3           9            0
1.346329e+00                 3             2        7              3           9            0
1.348416e+00                 3             2        7              3           9            0
1.350506e+00                 3             2        7              3           9            0
1.352600e+00                 3             2        7              3           9            0
1.354696e+00                 3             2        7              3           9            0
1.356796e+00                 3             2        7              3           9            0
1.358899e+00                 3             2        7              3           9            0
1.361006e+00                 3             2        7              3           9            0
1.363115e+00                 3             2        7              3           9            0
1.365228e+00                 3             2        7              3           9            0
1.367344e+00                 3             2        7              3           9            0
1.369464e+00                 3             2        7              3           9            0
1.371587e+00                 3             2        7              3           9            0
1.373713e+00                 3             2        7              3           9            0
1.375842e+00                 3             2        7              3           9            0
1.377975e+00                 3             2        7              3           9            0
1.380111e+00                 3             2        7              3           9            0
1.382250e+00                 3             2        7              3           9            0
1.384392e+00                 3             2        7              3           9            0
1.386538e+00                 3             2        7              3           9            0
1.388687e+00                 3             2        7              3           9            0
1.390840e+00                 3             2        7              3           9            0
1.392996e+00                 3             2        7              3           9            0
1.395155e+00                 3             2        7              3           9            0
1.397318e+00                 3             2        7              3           9            0
1.399484e+00                 3             2        7              3           9            0
1.401653e+00                 3             2        7              3           9            0
1.403826e+00                 3             2        7              3           9            0
1.406002e+00                 3             2        7              3           9            0
1.408181e+00                 3             2        7              3           9            0
1.410364e+00                 3             2        7              3           9            0
1.412550e+00                 3             2        7              3           9            0
1.414739e+00                 3             2        7              3           9            0
1.416932e+00                 3             2        7              3           9            0
1.419129e+00                 3             2        7              3           9            0
1.421328e+00                 3             2        7              3           9            0
1.423532e+00                 3             2        7              3           9            0
1.425738e+00                 3             2        7              3           9            0
1.427948e+00                 3             2        7              3           9            0
1.430162e+00                 3             2        7              3           9            0
1.432378e+00                 3             2        7              3           9            0
1.434599e+00                 3             2        7              3           9            0
1.436822e+00                 3             2        7              3           9            0
1.439050e+00                 3             2        7              3           9            0
1.441280e+00                 3             2        7              3           9            0
1.443514e+00                 3             2        7              3           9            0
1.445752e+00                 3             2        7              3           9            0
1.447993e+00                 3             2        7              3           9            0
1.450237e+00                 3             2        7              3           9            0
1.452485e+00                 3             2        7              3           9            0
1.454737e+00                 3             2        7              3           9            0
1.456992e+00                 3             2        7              3           9            0
1.459250e+00                 3             2        7              3           9            0
1.461512e+00                 3             2        7              3           9            0
1.463777e+00                 3             2        7              3           9            0
1.466046e+00                 3             2        7              3           9            0
