Absolute performance profile for Gap
Filter: no fail
          SHOTcpx1910MMcvx  scipNCsoplex  baronNC  SHOTcpx1910MM  virt. best  virt. worst
0.000000                 3             4        0              3           5            0
0.000200                 3             4        0              3           5            0
0.000400                 3             5        0              3           5            0
0.000600                 3             5        0              3           5            0
0.000800                 3             5        0              3           5            0
0.001000                 3             7        4              3           8            2
0.001200                 3             7        7              3           9            3
0.001400                 3             7        7              3           9            3
0.001600                 3             7        7              3           9            3
0.001800                 3             7        7              3           9            3
0.002000                 3             7        7              3           9            3
0.002200                 3             7        7              3           9            3
0.002400                 3             8        7              3          10            3
0.002600                 3             8        7              3          10            3
0.002800                 3             8        7              3          10            3
0.003000                 3             8        7              3          10            3
0.003200                 3             8        7              3          10            3
0.003400                 3             8        7              3          10            3
0.003600                 3             8        7              3          10            3
0.003800                 3             8        7              3          10            3
0.004000                 3             8        7              3          10            3
0.004200                 3             8        7              3          10            3
0.004400                 3             8        7              3          10            3
0.004600                 3             8        7              3          10            3
0.004800                 3             8        7              3          10            3
0.005001                 3             8        7              3          10            3
0.005201                 3             8        7              3          10            3
0.005401                 3             8        7              3          10            3
0.005601                 3             8        7              3          10            3
0.005801                 3             8        7              3          10            3
0.006001                 3             8        7              3          10            3
0.006201                 3             8        7              3          10            3
0.006401                 3             8        7              3          10            3
0.006601                 3             8        7              3          10            3
0.006801                 3             8        7              3          10            3
0.007001                 3             8        7              3          10            3
0.007201                 3             8        7              3          10            3
0.007401                 3             8        7              3          10            3
0.007601                 3             8        7              3          10            3
0.007801                 3             8        7              3          10            3
0.008001                 3             8        7              3          10            3
0.008201                 3             8        7              3          10            3
0.008401                 3             8        7              3          10            3
0.008601                 3             8        7              3          10            3
0.008801                 3             8        7              3          10            3
0.009001                 3             8        7              3          10            3
0.009201                 3             8        7              3          10            3
0.009401                 3             8        7              3          10            3
0.009601                 3             8        7              3          10            3
0.009801                 3             8        7              3          10            3
0.010001                 3             8        7              3          10            3
0.010201                 3             8        7              3          10            3
0.010401                 3             8        7              3          10            3
0.010601                 3             8        7              3          10            3
0.010801                 3             8        7              3          10            3
0.011001                 3             8        7              3          10            3
0.011201                 3             8        7              3          10            3
0.011401                 3             8        7              3          10            3
0.011601                 3             8        7              3          10            3
0.011801                 3             8        7              3          10            3
0.012001                 3             8        7              3          10            3
0.012201                 3             8        7              3          10            3
0.012401                 3             8        7              3          10            3
0.012601                 3             8        7              3          10            3
0.012801                 3             8        7              3          10            3
0.013001                 3             8        7              3          10            3
0.013201                 3             8        7              3          10            3
0.013401                 3             8        7              3          10            3
0.013601                 3             8        7              3          10            3
0.013801                 3             8        7              3          10            3
0.014001                 3             8        7              3          10            3
0.014201                 3             8        7              3          10            3
0.014401                 3             8        7              3          10            3
0.014601                 3             8        7              3          10            3
0.014801                 3             8        7              3          10            3
0.015002                 3             8        7              3          10            3
0.015202                 3             8        7              3          10            3
0.015402                 3             8        7              3          10            3
0.015602                 3             8        7              3          10            3
0.015802                 3             8        7              3          10            3
0.016002                 3             8        7              3          10            3
0.016202                 3             8        7              3          10            3
0.016402                 3             8        7              3          10            3
0.016602                 3             8        7              3          10            3
0.016802                 3             8        7              3          10            3
0.017002                 3             8        7              3          10            3
0.017202                 3             8        7              3          10            3
0.017402                 3             8        7              3          10            3
0.017602                 3             8        7              3          10            3
0.017802                 3             8        7              3          10            3
0.018002                 3             8        8              3          11            3
0.018202                 3             8        8              3          11            3
0.018402                 3             8        8              3          11            3
0.018602                 3             8        8              3          11            3
0.018802                 3             8        8              3          11            3
0.019002                 3             8        8              3          11            3
0.019202                 3             8        8              3          11            3
0.019402                 3             8        8              3          11            3
0.019602                 3             8        8              3          11            3
0.019802                 3             8        8              3          11            3
0.020002                 3             8        8              3          11            3
0.020202                 3             8        8              3          11            3
0.020402                 3             8        8              3          11            3
0.020602                 3             8        8              3          11            3
0.020802                 3             8        8              3          11            3
0.021002                 3             8        8              3          11            3
0.021202                 3             8        8              3          11            3
0.021402                 3             8        8              3          11            3
0.021602                 3             8        8              3          11            3
0.021802                 3             8        8              3          11            3
0.022002                 3             8        8              3          11            3
0.022202                 3             8        8              3          11            3
0.022402                 3             8        8              3          11            3
0.022602                 3             8        8              3          11            3
0.022802                 3             8        8              3          11            3
0.023002                 3             8        8              3          11            3
0.023202                 3             8        8              3          11            3
0.023402                 3             8        8              3          11            3
0.023602                 3             8        8              3          11            3
0.023802                 3             8        8              3          11            3
0.024002                 3             8        8              3          11            3
0.024202                 3             8        8              3          11            3
0.024402                 3             8        8              3          11            3
0.024602                 3             8        8              3          11            3
0.024802                 3             8        8              3          11            3
0.025003                 3             8        8              3          11            3
0.025203                 3             8        8              3          11            3
0.025403                 3             8        8              3          11            3
0.025603                 3             8        8              3          11            3
0.025803                 3             8        8              3          11            3
0.026003                 3             8        8              3          11            3
0.026203                 3             8        8              3          11            3
0.026403                 3             8        8              4          11            3
0.026603                 3             8        8              4          11            3
0.026803                 3             8        8              4          11            3
0.027003                 3             8        8              4          11            3
0.027203                 3             8        8              4          11            3
0.027403                 3             8        8              4          11            3
0.027603                 3             8        8              4          11            3
0.027803                 3             8        8              4          11            3
0.028003                 3             8        8              4          11            3
0.028203                 3             8        8              4          11            3
0.028403                 3             8        8              4          11            3
0.028603                 3             8        8              4          11            3
0.028803                 3             8        8              4          11            3
0.029003                 3             8        8              4          11            3
0.029203                 3             8        8              4          11            3
0.029403                 3             8        8              4          11            3
0.029603                 3             8        8              4          11            3
0.029803                 3             8        8              4          11            3
0.030003                 3             8        8              4          11            3
0.030203                 3             8        8              4          11            3
0.030403                 3             8        8              4          11            3
0.030603                 3             8        8              4          11            3
0.030803                 3             8        8              4          11            3
0.031003                 3             8        8              4          11            3
0.031203                 3             8        8              4          11            3
0.031403                 3             8        8              4          11            3
0.031603                 3             8        8              4          11            3
0.031803                 3             8        8              4          11            3
0.032003                 3             8        8              4          11            3
0.032203                 3             8        8              4          11            3
0.032403                 3             8        8              4          11            3
0.032603                 3             8        8              4          11            3
0.032803                 3             8        8              4          11            3
0.033003                 3             8        8              4          11            3
0.033203                 3             8        8              4          11            3
0.033403                 3             8        8              4          11            3
0.033603                 3             8        8              4          11            3
0.033803                 3             8        8              4          11            3
0.034003                 3             8        8              4          11            3
0.034203                 3             8        8              4          11            3
0.034403                 3             8        8              4          11            3
0.034603                 3             8        8              4          11            3
0.034803                 3             8        8              4          11            3
0.035004                 3             8        8              4          11            3
0.035204                 3             8        8              4          11            3
0.035404                 3             8        8              4          11            3
0.035604                 3             8        8              4          11            3
0.035804                 3             8        8              4          11            3
0.036004                 3             8        8              4          11            3
0.036204                 3             8        8              4          11            3
0.036404                 3             8        8              4          11            3
0.036604                 3             8        8              4          11            3
0.036804                 3             8        8              4          11            3
0.037004                 3             8        8              4          11            3
0.037204                 3             8        8              4          11            3
0.037404                 3             8        8              4          11            3
0.037604                 3             8        8              4          11            3
0.037804                 3             8        8              4          11            3
0.038004                 3             8        8              4          11            3
0.038204                 3             8        8              4          11            3
0.038404                 3             8        8              4          11            3
0.038604                 3             8        8              4          11            3
0.038804                 3             8        8              4          11            3
0.039004                 3             8        8              4          11            3
0.039204                 3             8        8              4          11            3
0.039404                 3             8        8              4          11            3
0.039604                 3             8        8              4          11            3
0.039804                 3             8        8              4          11            3
0.040004                 3             8        8              4          11            3
0.040204                 3             8        8              4          11            3
0.040404                 3             8        8              4          11            3
0.040604                 3             8        8              4          11            3
0.040804                 3             8        8              4          11            3
0.041004                 3             8        8              4          11            3
0.041204                 3             8        8              4          11            3
0.041404                 3             8        8              4          11            3
0.041604                 3             8        8              4          11            3
0.041804                 3             8        8              4          11            3
0.042004                 3             8        8              4          11            3
0.042204                 3             8        8              4          11            3
0.042404                 3             8        8              4          11            3
0.042604                 3             8        8              4          11            3
0.042804                 3             8        8              4          11            3
0.043004                 3             8        8              4          11            3
0.043204                 3             8        8              4          11            3
0.043404                 3             8        8              4          11            3
0.043604                 3             8        8              4          11            3
0.043804                 3             8        8              4          11            3
0.044004                 3             8        8              4          11            3
0.044204                 3             8        8              4          11            3
0.044404                 3             8        8              4          11            3
0.044604                 3             8        8              4          11            3
0.044804                 3             8        8              4          11            3
0.045005                 3             8        8              4          11            3
0.045205                 3             8        8              4          11            3
0.045405                 3             8        8              4          11            3
0.045605                 3             8        8              4          11            3
0.045805                 3             8        8              4          11            3
0.046005                 3             8        8              4          11            3
0.046205                 3             8        8              4          11            3
0.046405                 3             8        8              4          11            3
0.046605                 3             8        8              4          11            3
0.046805                 3             8        8              4          11            3
0.047005                 3             8        8              4          11            3
0.047205                 3             8        8              4          11            3
0.047405                 3             8        8              4          11            3
0.047605                 3             8        8              4          11            3
0.047805                 3             8        8              4          11            3
0.048005                 3             8        8              4          11            3
0.048205                 3             8        8              4          11            3
0.048405                 3             8        8              4          11            3
0.048605                 3             8        8              4          11            3
0.048805                 3             8        8              4          11            3
0.049005                 3             8        8              4          11            3
0.049205                 3             8        8              4          11            3
0.049405                 3             8        8              4          11            3
0.049605                 3             8        8              4          11            3
0.049805                 3             8        8              4          11            3
0.050005                 3             8        8              4          11            3
0.050205                 3             8        8              4          11            3
0.050405                 3             8        8              4          11            3
0.050605                 3             8        8              4          11            3
0.050805                 3             8        8              4          11            3
0.051005                 3             8        8              4          11            3
0.051205                 3             8        8              4          11            3
0.051405                 3             8        8              4          11            3
0.051605                 3             8        8              4          11            3
0.051805                 3             8        8              4          11            3
0.052005                 3             8        8              4          11            3
0.052205                 3             8        8              4          11            3
0.052405                 3             8        8              4          11            3
0.052605                 3             8        8              4          11            3
0.052805                 3             8        8              4          11            3
0.053005                 3             8        8              4          11            3
0.053205                 3             8        8              4          11            3
0.053405                 3             8        8              4          11            3
0.053605                 3             8        8              4          11            3
0.053805                 3             8        8              4          11            3
0.054005                 3             8        8              4          11            3
0.054205                 3             8        8              4          11            3
0.054405                 3             8        8              4          11            3
0.054605                 3             8        8              4          11            3
0.054805                 3             8        8              4          11            3
0.055006                 3             8        8              4          11            3
0.055206                 3             8        8              4          11            3
0.055406                 3             8        8              4          11            3
0.055606                 3             8        8              4          11            3
0.055806                 3             8        8              4          11            3
0.056006                 3             8        8              4          11            3
0.056206                 3             8        8              4          11            3
0.056406                 3             8        8              4          11            3
0.056606                 3             8        8              4          11            3
0.056806                 3             8        8              4          11            3
0.057006                 3             8        8              4          11            3
0.057206                 3             8        8              4          11            3
0.057406                 3             8        8              4          11            3
0.057606                 3             8        8              4          11            3
0.057806                 3             8        8              4          11            3
0.058006                 3             8        8              4          11            3
0.058206                 3             8        8              4          11            3
0.058406                 3             8        8              4          11            3
0.058606                 3             8        8              4          11            3
0.058806                 3             8        8              4          11            3
0.059006                 3             8        8              4          11            3
0.059206                 3             8        8              4          11            3
0.059406                 3             8        8              4          11            3
0.059606                 3             8        8              4          11            3
0.059806                 3             8        8              4          11            3
0.060006                 3             8        8              4          11            3
0.060206                 3             8        8              4          11            3
0.060406                 3             8        8              4          11            3
0.060606                 3             8        8              4          11            3
0.060806                 3             8        8              4          11            3
0.061006                 3             8        8              4          11            3
0.061206                 3             8        8              4          11            3
0.061406                 3             8        8              4          11            3
0.061606                 3             8        8              4          11            3
0.061806                 3             8        8              4          11            3
0.062006                 3             8        8              4          11            3
0.062206                 3             8        8              4          11            3
0.062406                 3             8        8              4          11            3
0.062606                 3             8        8              4          11            3
0.062806                 3             8        8              4          11            3
0.063006                 3             8        8              4          11            3
0.063206                 3             8        8              4          11            3
0.063406                 3             8        8              4          11            3
0.063606                 3             8        8              4          11            3
0.063806                 3             8        8              4          11            3
0.064006                 3             8        8              4          11            3
0.064206                 3             8        8              4          11            3
0.064406                 3             8        8              4          11            3
0.064606                 3             8        8              4          11            3
0.064806                 3             8        8              4          11            3
0.065007                 3             8        8              4          11            3
0.065207                 3             8        8              4          11            3
0.065407                 3             8        8              4          11            3
0.065607                 3             8        8              4          11            3
0.065807                 3             8        8              4          11            3
0.066007                 3             8        8              4          11            3
0.066207                 3             8        8              4          11            3
0.066407                 3             8        8              4          11            3
0.066607                 3             8        8              4          11            3
0.066807                 3             8        8              4          11            3
0.067007                 3             8        8              4          11            3
0.067207                 3             8        8              4          11            3
0.067407                 3             8        8              4          11            3
0.067607                 3             8        8              4          11            3
0.067807                 3             8        8              4          11            3
0.068007                 3             8        8              4          11            3
0.068207                 3             8        8              4          11            3
0.068407                 3             8        8              4          11            3
0.068607                 3             8        8              4          11            3
0.068807                 3             8        8              4          11            3
0.069007                 3             8        8              4          11            3
0.069207                 3             8        8              4          11            3
0.069407                 3             8        8              4          11            3
0.069607                 3             8        8              4          11            3
0.069807                 3             8        8              4          11            3
0.070007                 3             8        8              4          11            3
0.070207                 3             8        8              4          11            3
0.070407                 3             8        8              4          11            3
0.070607                 3             8        8              4          11            3
0.070807                 3             8        8              4          11            3
0.071007                 3             8        8              4          11            3
0.071207                 3             8        8              4          11            3
0.071407                 3             8        8              4          11            3
0.071607                 3             8        8              4          11            3
0.071807                 3             8        8              4          11            3
0.072007                 3             8        8              4          11            3
0.072207                 3             8        8              4          11            3
0.072407                 3             8        8              4          11            3
0.072607                 3             8        8              4          11            3
0.072807                 3             8        8              4          11            3
0.073007                 3             8        8              4          11            3
0.073207                 3             8        8              4          11            3
0.073407                 3             8        8              4          11            3
0.073607                 3             8        8              4          11            3
0.073807                 3             8        8              4          11            3
0.074007                 3             8        8              4          11            3
0.074207                 3             8        8              4          11            3
0.074407                 3             8        8              4          11            3
0.074607                 3             8        8              4          11            3
0.074807                 3             8        8              4          11            3
0.075008                 3             8        8              4          11            3
0.075208                 3             8        8              4          11            3
0.075408                 3             8        8              4          11            3
0.075608                 3             8        8              4          11            3
0.075808                 3             8        8              4          11            3
0.076008                 3             8        8              4          11            3
0.076208                 3             8        8              4          11            3
0.076408                 3             8        8              4          11            3
0.076608                 3             8        8              4          11            3
