Relative performance profile for NumberOfNodes
Filter: gap <= 0.102% and not failed
              SHOTcpx1910MMcvx  scipNCsoplex  baronNC  SHOTcpx1910MM  virt. best  virt. worst
1.000000                     3             2        5              3           9            0
1.001125                     3             2        5              3           9            0
1.002252                     3             2        5              3           9            0
1.003380                     3             2        5              3           9            0
1.004509                     3             2        5              3           9            0
1.005640                     3             2        5              3           9            0
1.006772                     3             2        5              3           9            0
1.007905                     3             2        5              3           9            0
1.009039                     3             2        5              3           9            0
1.010175                     3             2        5              3           9            0
1.011311                     3             2        5              3           9            0
1.012450                     3             2        5              3           9            0
1.013589                     3             2        5              3           9            0
1.014730                     3             2        5              3           9            0
1.015872                     3             2        5              3           9            0
1.017015                     3             2        5              3           9            0
1.018160                     3             2        5              3           9            0
1.019305                     3             2        5              3           9            0
1.020453                     3             2        5              3           9            0
1.021601                     3             2        5              3           9            0
1.022751                     3             2        5              3           9            0
1.023902                     3             2        5              3           9            0
1.025054                     3             2        5              3           9            0
1.026208                     3             2        5              3           9            0
1.027363                     3             2        5              3           9            0
1.028519                     3             2        5              3           9            0
1.029676                     3             2        5              3           9            0
1.030835                     3             2        5              3           9            0
1.031995                     3             2        5              3           9            0
1.033157                     3             2        5              3           9            0
1.034320                     3             2        5              3           9            0
1.035484                     3             2        5              3           9            0
1.036649                     3             2        5              3           9            0
1.037816                     3             2        5              3           9            0
1.038984                     3             2        5              3           9            0
1.040153                     3             2        5              3           9            0
1.041324                     3             2        5              3           9            0
1.042496                     3             2        5              3           9            0
1.043669                     3             2        5              3           9            0
1.044843                     3             2        5              3           9            0
1.046019                     3             2        5              3           9            0
1.047196                     3             2        5              3           9            0
1.048375                     3             2        5              3           9            0
1.049555                     3             2        5              3           9            0
1.050736                     3             2        5              3           9            0
1.051919                     3             2        5              3           9            0
1.053102                     3             2        5              3           9            0
1.054288                     3             2        5              3           9            0
1.055474                     3             2        5              3           9            0
1.056662                     3             2        5              3           9            0
1.057851                     3             2        5              3           9            0
1.059042                     3             2        5              3           9            0
1.060234                     3             2        5              3           9            0
1.061427                     3             2        5              3           9            0
1.062621                     3             2        5              3           9            0
1.063817                     3             2        5              3           9            0
1.065015                     3             2        5              3           9            0
1.066213                     3             2        5              3           9            0
1.067413                     3             2        5              3           9            0
1.068614                     3             2        5              3           9            0
1.069817                     3             2        5              3           9            0
1.071021                     3             2        5              3           9            0
1.072226                     3             2        5              3           9            0
1.073433                     3             2        5              3           9            0
1.074641                     3             2        5              3           9            0
1.075851                     3             2        5              3           9            0
1.077061                     3             2        5              3           9            0
1.078274                     3             2        5              3           9            0
1.079487                     3             2        5              3           9            0
1.080702                     3             2        5              3           9            0
1.081918                     3             2        5              3           9            0
1.083136                     3             2        5              3           9            0
1.084355                     3             2        5              3           9            0
1.085575                     3             2        5              3           9            0
1.086797                     3             2        5              3           9            0
1.088020                     3             2        5              3           9            0
1.089245                     3             2        5              3           9            0
1.090470                     3             2        5              3           9            0
1.091698                     3             2        5              3           9            0
1.092926                     3             2        5              3           9            0
1.094156                     3             2        5              3           9            0
1.095388                     3             2        5              3           9            0
1.096620                     3             2        5              3           9            0
1.097855                     3             2        5              3           9            0
1.099090                     3             2        5              3           9            0
1.100327                     3             2        5              3           9            0
1.101565                     3             2        5              3           9            0
1.102805                     3             2        5              3           9            0
1.104046                     3             2        5              3           9            0
1.105289                     3             2        5              3           9            0
1.106533                     3             2        5              3           9            0
1.107778                     3             2        5              3           9            0
1.109025                     3             2        5              3           9            0
1.110273                     3             2        5              3           9            0
1.111523                     3             2        5              3           9            0
1.112773                     3             2        5              3           9            0
1.114026                     3             2        5              3           9            0
1.115280                     3             2        5              3           9            0
1.116535                     3             2        5              3           9            0
1.117791                     3             2        5              3           9            0
1.119049                     3             2        5              3           9            0
1.120309                     3             2        5              3           9            0
1.121570                     3             2        5              3           9            0
1.122832                     3             2        5              3           9            0
1.124095                     3             2        5              3           9            0
1.125361                     3             2        5              3           9            0
1.126627                     3             2        5              3           9            0
1.127895                     3             2        5              3           9            0
1.129164                     3             2        5              3           9            0
1.130435                     3             2        5              3           9            0
1.131707                     3             2        5              3           9            0
1.132981                     3             2        5              3           9            0
1.134256                     3             2        5              3           9            0
1.135533                     3             2        5              3           9            0
1.136811                     3             2        5              3           9            0
1.138090                     3             2        5              3           9            0
1.139371                     3             2        5              3           9            0
1.140653                     3             2        5              3           9            0
1.141937                     3             2        5              3           9            0
1.143222                     3             2        5              3           9            0
1.144509                     3             2        5              3           9            0
1.145797                     3             2        5              3           9            0
1.147086                     3             2        5              3           9            0
1.148377                     3             2        5              3           9            0
1.149670                     3             2        5              3           9            0
1.150963                     3             2        5              3           9            0
1.152259                     3             2        5              3           9            0
1.153556                     3             2        5              3           9            0
1.154854                     3             2        5              3           9            0
1.156153                     3             2        5              3           9            0
1.157455                     3             2        5              3           9            0
1.158757                     3             2        5              3           9            0
1.160061                     3             2        5              3           9            0
1.161367                     3             2        5              3           9            0
1.162674                     3             2        5              3           9            0
1.163982                     3             2        5              3           9            0
1.165292                     3             2        5              3           9            0
1.166604                     3             2        5              3           9            0
1.167917                     3             2        5              3           9            0
1.169231                     3             2        5              3           9            0
1.170547                     3             2        5              3           9            0
1.171864                     3             2        5              3           9            0
1.173183                     3             2        5              3           9            0
1.174504                     3             2        5              3           9            0
1.175825                     3             2        5              3           9            0
1.177149                     3             2        5              3           9            0
1.178474                     3             2        5              3           9            0
1.179800                     3             2        5              3           9            0
1.181128                     3             2        5              3           9            0
1.182457                     3             2        5              3           9            0
1.183788                     3             2        5              3           9            0
1.185120                     3             2        5              3           9            0
1.186454                     3             2        5              3           9            0
1.187789                     3             2        5              3           9            0
1.189126                     3             2        5              3           9            0
1.190464                     3             2        5              3           9            0
1.191804                     3             2        5              3           9            0
1.193145                     3             2        5              3           9            0
1.194488                     3             2        5              3           9            0
1.195832                     3             2        5              3           9            0
1.197178                     3             2        5              3           9            0
1.198525                     3             2        5              3           9            0
1.199874                     3             2        5              3           9            0
1.201225                     3             2        5              3           9            0
1.202576                     3             2        5              3           9            0
1.203930                     3             2        5              3           9            0
1.205285                     3             2        5              3           9            0
1.206641                     3             2        5              3           9            0
1.207999                     3             2        5              3           9            0
