Relative performance profile for SolverTime
Filter: time >= 10.0 by at least one solver and no fail for all solvers
            AOA.0  Pajarito.0  aecp.1  antigone  baron  bbb.3  bhyb.2  boa.1  couenne.1  dicopt.1  juniper.0  knitro  lindo.1  mtaurbnbcpx.0  mtaurqgcpx.0  sbb.1  scip.1  shot.1  virt. best  virt. worst
1.000000       21          17       8        10     18     11       3      5          7        17          5      17       14             20            20     17      18      23          23            0
1.001362       21          17       8        10     18     11       3      5          7        17          5      17       14             20            20     17      18      23          23            0
1.002725       21          17       8        10     18     11       3      5          7        17          5      17       14             20            20     17      18      23          23            0
1.004091       21          17       8        10     18     11       3      5          7        17          5      17       14             20            20     17      18      23          23            0
1.005458       21          17       8        10     18     11       3      5          7        17          5      17       14             20            20     17      18      23          23            0
1.006827       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.008198       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.009571       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.010945       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.012322       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.013701       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.015081       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.016463       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.017847       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.019233       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.020621       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.022011       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.023402       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.024796       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.026191       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.027589       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.028988       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.030389       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.031792       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.033197       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.034604       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.036013       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.037424       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.038836       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.040251       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.041667       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.043086       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.044506       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.045928       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.047352       21          17       8        10     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.048779       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.050207       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.051637       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.053069       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.054503       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.055939       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.057376       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.058816       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.060258       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
1.061702       21          17       8        11     18     11       3      6          7        17          5      17       14             20            20     17      18      23          23            0
