Relative performance profile for SolverTime
Filter: within 0.102% of known optimal value and not failed
              Scp2804s  aecp  aoa  baron  dicopt  sbb  virt. best  virt. worst
1.000000           127     0  176     11       8    1         318            0
1.001190           128     0  176     11       8    1         318            0
1.002380           128     0  176     11       8    1         318            0
1.003573           128     0  176     11       8    1         318            0
1.004767           128     0  176     11       8    1         318            0
1.005962           128     0  176     11       8    1         318            0
1.007158           128     0  177     11       8    1         318            0
1.008356           129     0  177     11       8    1         318            0
1.009556           130     0  178     11       8    1         318            0
1.010757           130     0  178     11       8    1         318            0
1.011959           130     0  178     11       8    1         318            0
1.013163           130     0  178     11       8    1         318            0
1.014368           130     0  178     11       8    1         318            0
1.015575           130     0  178     11       8    1         318            0
1.016783           131     0  178     11       8    1         318            0
1.017992           131     0  178     11       8    1         318            0
1.019203           131     0  178     11       8    1         318            0
1.020415           131     0  178     11       8    1         318            0
1.021629           131     0  178     11       8    1         318            0
1.022845           131     0  178     11       8    1         318            0
1.024061           132     0  178     11       8    1         318            0
1.025279           132     0  178     11       8    1         318            0
1.026499           132     0  178     11       8    1         318            0
1.027720           132     0  180     11       8    1         318            0
1.028943           132     0  180     11       8    1         318            0
1.030166           133     0  182     11       8    1         318            0
1.031392           133     0  182     11       8    1         318            0
1.032619           133     0  182     11       8    1         318            0
1.033847           133     0  182     11       8    1         318            0
1.035077           133     0  182     11       8    1         318            0
1.036308           133     0  182     11       8    1         318            0
1.037541           133     0  182     11       8    1         318            0
1.038775           133     0  182     11       8    1         318            0
1.040011           133     0  182     11       8    1         318            0
1.041248           134     0  182     11       8    1         318            0
1.042486           135     0  182     11       8    1         318            0
1.043726           135     0  182     11       8    1         318            0
1.044968           135     0  182     11       8    1         318            0
1.046211           135     0  182     11       8    1         318            0
1.047455           135     0  182     11       8    1         318            0
1.048701           135     0  182     11       8    1         318            0
1.049949           135     0  182     11       8    1         318            0
1.051198           135     0  182     11       8    1         318            0
1.052448           135     0  182     11       8    1         318            0
1.053700           136     0  182     11       8    1         318            0
1.054954           137     0  182     11       8    1         318            0
1.056208           137     0  183     11       8    1         318            0
1.057465           137     0  183     11       8    1         318            0
1.058723           137     0  183     11       8    1         318            0
1.059982           137     0  183     11       8    1         318            0
1.061243           138     0  183     11       8    1         318            0
1.062505           138     0  183     11       8    1         318            0
1.063769           139     0  183     11       8    1         318            0
1.065035           139     0  184     11       8    1         318            0
1.066301           139     0  184     11       8    1         318            0
1.067570           139     0  184     11       8    1         318            0
1.068840           139     0  184     11       8    1         318            0
1.070111           139     0  184     11       8    1         318            0
1.071384           139     0  185     11       8    1         318            0
1.072659           139     0  185     11       8    1         318            0
1.073934           139     0  185     11       8    1         318            0
1.075212           140     0  185     11       8    1         318            0
1.076491           140     0  185     11       8    1         318            0
1.077771           140     0  185     11       8    1         318            0
1.079053           140     0  185     11       8    1         318            0
1.080337           141     0  185     11       8    1         318            0
1.081622           141     0  185     11       8    1         318            0
1.082909           141     0  185     11       9    1         318            0
1.084197           141     0  185     11       9    1         318            0
1.085487           142     0  185     11       9    1         318            0
1.086778           142     0  186     11       9    1         318            0
1.088071           142     0  187     11       9    1         318            0
1.089365           142     0  187     11       9    1         318            0
1.090661           142     0  187     11       9    1         318            0
1.091958           142     0  187     11       9    1         318            0
1.093257           142     0  187     11       9    1         318            0
1.094557           142     0  187     11       9    1         318            0
1.095859           142     0  187     11       9    1         318            0
1.097163           142     0  187     11       9    1         318            0
1.098468           142     0  187     11       9    1         318            0
1.099775           142     0  189     11       9    1         318            0
1.101083           142     0  189     11       9    1         318            0
1.102393           142     0  190     11       9    1         318            0
1.103704           142     0  190     11       9    1         318            0
1.105017           142     0  190     11       9    1         318            0
1.106331           142     0  190     11       9    1         318            0
1.107647           142     0  190     11       9    1         318            0
1.108965           142     0  190     11       9    1         318            0
1.110284           142     0  190     11       9    1         318            0
1.111605           142     0  190     12       9    1         318            0
1.112927           143     0  190     12       9    1         318            0
1.114251           145     0  191     12       9    1         318            0
1.115576           145     0  191     12       9    1         318            0
1.116903           145     0  191     12       9    1         318            0
1.118232           145     0  192     12       9    1         318            0
1.119562           145     0  192     12       9    1         318            0
1.120894           146     0  192     12       9    1         318            0
1.122227           146     0  192     12       9    1         318            0
1.123562           146     0  192     12       9    1         318            0
1.124899           146     0  192     12       9    1         318            0
1.126237           146     0  192     12       9    1         318            0
1.127576           147     0  192     12       9    1         318            0
1.128918           147     0  192     12       9    1         318            0
1.130260           147     0  192     12       9    1         318            0
1.131605           147     0  192     12       9    1         318            0
1.132951           147     0  192     12       9    1         318            0
1.134299           148     0  192     12       9    1         318            0
1.135648           148     0  192     12       9    1         318            0
1.136999           148     0  192     12       9    1         318            0
1.138351           148     0  192     12       9    1         318            0
1.139705           148     0  192     12       9    1         318            0
1.141061           148     0  192     12       9    1         318            0
1.142418           148     0  192     12       9    1         318            0
1.143777           148     0  194     12       9    1         318            0
1.145138           148     0  194     12       9    1         318            0
1.146500           148     0  194     12       9    1         318            0
1.147864           148     0  194     12       9    1         318            0
1.149229           148     0  194     12       9    1         318            0
1.150596           148     0  194     12      10    1         318            0
1.151965           148     0  194     12      10    1         318            0
1.153335           148     0  194     12      10    1         318            0
1.154707           148     0  194     12      10    1         318            0
1.156081           148     0  194     12      10    1         318            0
1.157456           149     0  194     12      10    1         318            0
1.158833           149     0  194     12      10    1         318            0
1.160211           149     0  195     12      10    1         318            0
1.161591           149     0  195     12      10    1         318            0
1.162973           149     0  195     12      10    1         318            0
1.164356           149     0  195     12      10    1         318            0
1.165741           149     0  195     12      10    1         318            0
1.167128           149     0  195     12      10    1         318            0
1.168516           149     0  195     12      10    1         318            0
1.169906           149     0  195     12      10    1         318            0
1.171298           149     0  196     12      10    1         318            0
1.172691           149     0  196     12      10    1         318            0
1.174086           149     0  196     12      10    1         318            0
1.175483           149     0  196     12      10    1         318            0
1.176881           149     0  196     12      10    1         318            0
