Absolute performance profile for Gap
Filter: no fail
          Scp2804s  aecp  aoa  baron  dicopt  sbb  virt. best  virt. worst
0.000000       379    97  364     13     349   82         382            9
0.000222       379   325  364     15     349  106         382           10
0.000444       379   325  364     21     349  121         382           11
0.000667       379   326  364     28     349  143         382           11
0.000889       379   326  364     33     349  185         382           23
0.001111       379   326  364    375     349  280         389          235
0.001333       380   326  367    375     349  280         389          235
0.001556       380   326  367    375     350  280         389          235
0.001778       380   326  368    375     350  280         389          235
0.002000       380   327  368    375     350  280         389          236
0.002222       380   328  368    375     351  280         389          237
0.002445       381   329  368    375     351  280         389          239
0.002667       381   329  368    376     351  280         389          239
0.002889       381   329  368    376     351  280         389          239
0.003111       382   329  368    376     351  280         389          239
0.003334       382   330  368    376     352  281         390          239
0.003556       386   330  368    376     352  281         390          240
0.003778       386   330  368    376     352  281         390          240
0.004000       386   330  368    376     352  281         390          240
0.004223       386   330  368    376     353  281         390          241
0.004445       386   330  368    376     354  281         390          241
0.004667       386   330  368    377     354  281         391          241
0.004889       386   330  368    377     355  281         391          241
0.005112       386   330  368    377     355  281         391          241
0.005334       386   330  368    377     355  281         391          241
0.005556       386   330  368    377     355  281         391          241
0.005778       386   330  368    377     355  281         391          241
0.006001       386   330  368    377     355  281         391          241
0.006223       387   330  368    377     355  281         392          241
0.006445       387   330  368    377     355  281         392          241
0.006667       387   330  369    377     355  281         392          241
0.006890       387   330  369    377     355  281         392          241
0.007112       387   330  369    377     355  281         392          241
0.007334       387   331  369    377     355  281         392          242
0.007556       387   331  369    377     355  281         392          242
0.007779       388   331  369    377     355  281         392          242
0.008001       388   332  369    377     356  281         392          243
0.008223       388   332  369    377     356  281         392          243
0.008445       388   333  369    377     356  281         392          243
0.008668       389   333  369    377     356  281         393          243
0.008890       389   333  369    377     356  281         393          243
0.009112       389   333  369    377     356  281         393          243
0.009334       389   333  369    377     356  282         393          243
0.009557       389   333  369    377     356  282         393          243
0.009779       389   333  369    378     356  282         393          243
0.010001       389   333  369    378     356  282         393          243
0.010223       389   334  369    378     356  282         393          243
0.010446       389   334  369    378     356  283         393          243
0.010668       389   334  369    378     356  283         393          243
0.010890       389   334  369    378     356  283         393          243
0.011112       389   334  369    378     356  284         393          243
0.011335       389   334  369    378     356  284         393          243
0.011557       389   334  369    378     356  284         393          243
0.011779       389   334  369    378     356  284         393          243
0.012001       389   334  369    378     357  284         394          243
0.012224       389   334  369    378     357  284         394          243
0.012446       389   334  369    378     357  284         394          243
0.012668       389   334  369    378     357  284         394          243
0.012890       389   334  369    378     357  284         394          243
0.013113       389   334  370    378     357  285         394          243
0.013335       389   334  370    378     357  285         394          243
0.013557       390   334  370    378     357  285         394          243
0.013779       390   334  370    378     357  285         394          243
0.014002       390   334  370    378     357  285         394          243
0.014224       390   334  370    378     357  285         394          243
0.014446       390   334  370    378     357  285         394          243
0.014668       390   334  370    378     357  285         394          243
0.014891       390   334  370    378     357  285         394          243
0.015113       390   334  370    378     357  285         394          243
0.015335       390   334  370    378     357  285         394          243
0.015557       390   334  370    378     357  285         394          243
0.015780       390   334  370    378     357  285         394          243
0.016002       390   334  370    378     357  285         394          243
0.016224       391   334  370    378     357  285         395          243
0.016446       391   334  371    378     357  285         395          243
0.016669       391   334  371    378     357  285         395          243
0.016891       391   334  371    378     357  285         395          243
0.017113       391   334  371    378     357  285         395          243
0.017335       391   334  371    378     357  285         395          243
0.017558       391   334  372    378     357  285         395          243
0.017780       391   334  372    378     357  285         395          243
0.018002       391   334  372    378     357  285         395          243
0.018224       391   334  372    378     357  285         395          243
0.018446       391   334  372    378     357  285         395          243
0.018669       391   334  372    378     357  285         395          243
0.018891       391   334  372    378     357  285         395          243
0.019113       391   334  372    378     357  286         395          243
0.019335       392   334  372    378     357  286         395          243
0.019558       392   334  372    378     357  286         395          243
0.019780       392   334  372    378     357  286         395          243
0.020002       392   334  372    378     357  286         395          243
0.020224       392   334  372    378     357  286         395          243
0.020447       392   334  372    378     357  286         395          243
0.020669       392   334  372    378     357  286         395          243
0.020891       392   334  372    378     357  286         395          243
0.021113       392   334  372    378     357  286         395          243
0.021336       392   334  372    378     357  286         395          243
0.021558       392   334  372    378     357  286         395          243
0.021780       392   334  372    378     357  286         395          243
0.022002       392   334  372    378     357  286         395          243
0.022225       392   334  373    378     357  286         395          243
0.022447       392   335  373    379     357  286         395          244
0.022669       392   335  373    379     357  286         395          244
0.022891       392   335  374    379     357  286         395          244
0.023114       392   335  374    379     357  286         395          244
0.023336       392   335  374    379     357  286         395          244
0.023558       392   335  374    379     357  286         395          244
0.023780       392   335  374    379     357  286         395          244
0.024003       392   335  374    379     357  286         395          244
0.024225       392   335  374    379     357  286         395          244
0.024447       392   335  374    379     357  286         395          244
0.024669       392   335  375    379     357  286         395          244
0.024892       392   335  375    379     357  286         395          244
0.025114       392   335  375    379     357  286         395          244
0.025336       392   335  375    379     357  286         395          244
0.025558       392   335  375    379     357  286         395          244
0.025781       392   335  375    379     357  286         395          244
0.026003       392   335  375    379     357  286         395          244
0.026225       392   335  375    379     357  286         395          244
0.026447       392   335  375    379     357  286         395          244
0.026670       392   335  375    379     357  286         395          244
0.026892       392   335  375    379     357  286         395          244
0.027114       392   335  375    379     357  286         395          244
0.027336       392   335  376    379     357  286         395          244
0.027559       392   335  376    379     357  286         395          244
0.027781       392   335  376    379     357  286         395          244
0.028003       392   335  376    379     357  286         395          244
0.028225       392   335  376    379     357  286         395          244
0.028448       392   335  376    379     357  287         395          244
0.028670       392   335  376    379     357  287         395          244
0.028892       392   335  376    379     357  288         395          244
0.029114       392   335  376    379     357  288         395          244
0.029337       392   335  376    379     357  288         395          244
0.029559       392   335  376    379     357  288         395          244
0.029781       392   335  376    379     357  289         395          245
0.030003       392   335  376    379     357  289         395          245
0.030226       392   335  376    379     357  289         395          245
0.030448       392   335  377    379     357  289         395          245
0.030670       392   335  377    379     357  289         395          245
0.030892       392   335  377    379     357  289         395          245
0.031115       392   335  377    379     357  289         395          245
0.031337       392   335  377    381     357  289         395          247
0.031559       392   335  377    382     357  289         395          247
0.031781       392   336  377    382     357  289         395          247
0.032004       392   336  377    382     358  289         395          247
0.032226       392   336  377    382     358  289         395          247
0.032448       392   336  377    382     358  289         395          247
0.032670       392   336  377    382     358  289         395          247
0.032893       392   336  377    382     358  289         395          247
0.033115       392   336  377    382     358  289         395          247
0.033337       392   336  377    382     358  289         395          247
0.033559       392   336  377    382     358  289         395          247
0.033782       392   336  377    382     358  289         395          247
0.034004       392   336  377    382     358  289         395          247
0.034226       392   336  377    382     358  289         395          247
0.034448       392   336  377    382     358  289         395          247
0.034671       392   336  377    382     358  289         395          247
0.034893       392   336  377    382     359  289         395          247
0.035115       392   336  377    382     360  289         395          247
0.035337       392   337  378    382     360  289         395          247
0.035560       392   337  378    382     360  289         395          247
0.035782       392   337  378    382     360  289         395          247
0.036004       392   337  378    382     360  289         395          247
0.036226       392   337  378    382     360  289         395          247
0.036448       392   337  378    382     360  289         395          247
0.036671       392   337  378    382     360  289         395          247
0.036893       392   337  378    382     360  289         395          247
0.037115       392   337  378    382     360  289         395          247
0.037337       392   337  378    382     361  289         395          247
0.037560       392   337  378    382     361  289         395          247
0.037782       392   337  378    382     361  289         395          247
0.038004       392   337  378    382     361  289         395          247
0.038226       392   337  379    382     361  289         395          247
0.038449       392   337  379    382     361  289         395          247
0.038671       392   337  379    382     361  289         395          247
0.038893       392   337  379    382     361  289         395          247
0.039115       392   337  379    382     361  289         395          247
0.039338       392   337  379    382     361  289         395          247
0.039560       392   337  379    382     361  289         395          247
0.039782       392   337  379    382     361  289         395          247
0.040004       392   337  379    382     361  289         395          247
0.040227       392   337  379    382     361  289         395          247
0.040449       392   337  379    382     361  289         395          247
0.040671       392   337  379    382     361  289         395          247
0.040893       392   337  379    382     361  289         395          247
0.041116       392   337  379    382     361  289         395          247
0.041338       392   337  379    382     361  289         395          247
0.041560       392   337  379    382     361  289         395          247
0.041782       392   337  379    382     361  289         395          247
0.042005       392   337  379    382     361  289         395          247
0.042227       392   337  379    382     361  289         395          247
0.042449       392   337  379    382     361  289         395          247
0.042671       392   337  379    382     361  289         395          247
0.042894       392   337  379    382     361  289         395          247
0.043116       392   337  379    382     361  289         395          247
0.043338       392   337  379    382     361  289         395          247
0.043560       392   337  379    382     361  289         395          247
0.043783       392   337  379    382     361  289         395          247
0.044005       392   337  379    382     361  289         395          247
0.044227       392   337  379    382     361  289         395          247
0.044449       392   337  379    382     361  289         395          247
0.044672       392   337  379    382     361  289         395          247
0.044894       392   337  379    382     361  289         395          247
0.045116       392   337  379    382     361  289         395          247
0.045338       392   337  379    382     361  289         395          247
0.045561       392   337  379    382     361  289         395          247
0.045783       392   337  379    382     361  289         395          247
0.046005       392   337  379    382     361  289         395          247
0.046227       392   337  379    382     361  289         395          247
0.046450       392   337  379    382     361  289         395          247
0.046672       392   337  379    382     361  289         395          247
0.046894       392   338  379    382     361  289         395          247
0.047116       392   338  379    382     361  289         395          247
0.047339       392   338  379    382     362  289         395          247
0.047561       392   339  379    382     362  289         395          248
0.047783       392   339  379    382     362  289         395          248
0.048005       392   339  379    382     362  289         395          248
0.048228       392   339  379    382     362  289         395          248
0.048450       392   339  379    382     364  289         395          248
0.048672       392   339  379    382     364  289         395          248
0.048894       392   339  379    382     364  289         395          248
0.049117       392   339  379    382     364  289         395          248
0.049339       392   339  379    382     364  289         395          248
0.049561       392   339  379    382     364  289         395          248
0.049783       392   339  379    382     364  289         395          248
0.050006       392   339  379    382     364  289         395          248
0.050228       392   339  379    382     364  289         395          248
0.050450       392   339  379    382     364  289         395          248
0.050672       392   339  379    382     364  289         395          248
0.050895       392   339  379    382     364  289         395          248
0.051117       392   339  379    382     364  289         395          248
