Relative performance profile for SolverTime
Filter: gap <= 10.0% and not failed
              Scp2804s  aecp  aoa  baron  dicopt  sbb  virt. best  virt. worst
1.000000           155     0  215     17      12    2         396            0
1.001190           158     0  215     18      13    3         396            0
1.002380           158     1  215     18      13    3         396            0
1.003573           158     1  215     18      13    4         396            0
1.004767           159     1  215     18      13    4         396            0
1.005962           159     1  215     18      13    4         396            0
1.007158           159     1  216     18      13    4         396            0
1.008356           160     1  216     18      13    4         396            0
1.009556           161     1  217     18      13    4         396            0
1.010757           161     1  218     18      13    4         396            0
1.011959           161     1  222     18      13    5         396            0
1.013163           161     1  222     18      13    5         396            0
1.014368           161     1  222     18      13    5         396            0
1.015575           161     1  222     18      13    5         396            0
1.016783           162     1  222     18      13    5         396            0
1.017992           162     1  222     18      13    5         396            0
1.019203           162     1  222     18      13    5         396            0
1.020415           162     1  222     18      13    5         396            0
1.021629           162     1  222     18      13    5         396            0
1.022845           162     1  222     18      13    5         396            0
1.024061           163     1  222     18      13    5         396            0
1.025279           163     1  222     18      13    5         396            0
1.026499           163     1  222     18      13    5         396            0
1.027720           163     1  224     18      13    5         396            0
1.028943           163     1  224     18      13    5         396            0
1.030166           164     1  226     18      13    5         396            0
1.031392           164     1  226     18      13    5         396            0
1.032619           164     1  226     18      13    5         396            0
1.033847           164     1  226     18      13    5         396            0
1.035077           164     1  226     18      13    5         396            0
1.036308           164     1  226     18      13    5         396            0
1.037541           164     1  226     18      13    5         396            0
1.038775           164     1  226     18      13    5         396            0
1.040011           164     1  226     18      13    5         396            0
1.041248           165     1  227     18      13    5         396            0
1.042486           166     1  227     18      13    5         396            0
1.043726           166     1  227     18      13    5         396            0
1.044968           166     1  227     18      13    5         396            0
1.046211           166     1  227     18      13    5         396            0
1.047455           166     1  227     18      13    5         396            0
1.048701           166     1  227     18      13    5         396            0
1.049949           166     1  227     18      13    5         396            0
1.051198           166     1  228     18      13    5         396            0
1.052448           166     1  228     18      13    5         396            0
1.053700           168     1  228     18      13    5         396            0
1.054954           169     1  228     18      13    5         396            0
1.056208           169     1  229     18      13    5         396            0
1.057465           169     1  229     18      13    5         396            0
1.058723           169     1  229     18      13    5         396            0
1.059982           169     1  229     18      13    5         396            0
1.061243           170     1  229     18      13    5         396            0
1.062505           170     1  229     18      13    5         396            0
1.063769           171     1  229     18      13    5         396            0
1.065035           171     1  230     18      13    5         396            0
1.066301           171     1  230     18      13    5         396            0
1.067570           171     1  231     18      13    5         396            0
1.068840           171     1  231     18      13    5         396            0
1.070111           172     1  231     18      13    5         396            0
1.071384           172     1  232     18      13    5         396            0
1.072659           172     1  232     18      13    5         396            0
1.073934           172     1  232     18      13    5         396            0
1.075212           173     1  232     18      13    5         396            0
1.076491           173     1  232     18      13    5         396            0
1.077771           173     1  232     18      13    5         396            0
1.079053           173     1  232     18      13    5         396            0
1.080337           174     1  232     18      13    5         396            0
1.081622           174     1  232     18      13    5         396            0
1.082909           174     1  232     18      14    5         396            0
1.084197           174     1  232     18      14    5         396            0
1.085487           175     1  232     18      14    5         396            0
1.086778           175     1  233     18      14    5         396            0
1.088071           175     1  234     18      14    5         396            0
1.089365           175     1  234     18      14    5         396            0
1.090661           175     1  234     18      14    5         396            0
1.091958           175     1  234     18      14    5         396            0
1.093257           175     1  234     18      14    5         396            0
1.094557           175     1  234     18      14    5         396            0
1.095859           175     1  234     18      14    5         396            0
1.097163           175     1  234     18      14    5         396            0
1.098468           175     1  234     18      14    5         396            0
1.099775           175     1  236     18      14    5         396            0
1.101083           175     1  236     18      14    5         396            0
1.102393           175     1  237     18      14    5         396            0
1.103704           175     1  237     18      14    5         396            0
1.105017           175     1  237     18      14    5         396            0
1.106331           175     1  237     18      14    5         396            0
1.107647           175     1  237     18      14    5         396            0
1.108965           175     1  237     18      14    5         396            0
1.110284           175     1  237     18      14    5         396            0
1.111605           175     1  237     19      14    5         396            0
1.112927           176     1  237     19      14    5         396            0
1.114251           178     1  238     19      14    5         396            0
1.115576           178     1  239     19      14    5         396            0
1.116903           178     1  239     19      14    5         396            0
1.118232           178     1  240     19      14    5         396            0
