                         SHOT_cpx_m.1  SHOT_cpx_m_ecp.1  SHOT_cpx_m_ecp_nonlp.1  SHOT_cpx_m_opt_nosp.1  SHOT_cpx_m_opt_sp.1  SHOT_cpx_m_t1.1  SHOT_cpx_s.1  SHOT_cpx_s_ecp.1  SHOT_cpx_s_nomiqp.1  SHOT_cpx_s_t1.1  SHOT_grb_m.1  SHOT_grb_m_t1.1  SHOT_grb_s.1  SHOT_grb_s_nomiqp.1  SHOT_grb_s_t1.1    virt. best   virt. worst
ball_mk2_10              0.000000e+00      0.000000e+00            0.000000e+00           0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00      0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00     0.000000e+00  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  0.000000e+00
ball_mk3_20              0.000000e+00      0.000000e+00            0.000000e+00           0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00      0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00     0.000000e+00  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  0.000000e+00
ball_mk3_30              0.000000e+00      0.000000e+00            0.000000e+00           0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00      0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00     0.000000e+00  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  0.000000e+00
ball_mk4_10              0.000000e+00      0.000000e+00            0.000000e+00           0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00      0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00     0.000000e+00  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  0.000000e+00
batchs101006m            0.000000e+00      0.000000e+00            0.000000e+00           0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00      0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00     0.000000e+00  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  0.000000e+00
batchs121208m            1.110533e-11      1.110533e-11            2.224394e-03           1.086277e-11         1.038815e-11     1.110533e-11  1.110533e-11      1.034782e-11         1.110533e-11     1.108357e-11  9.948986e-12     1.110364e-11  6.611834e-12         6.611834e-12     1.106669e-11  6.611834e-12  2.224394e-03
batchs151208m            0.000000e+00      0.000000e+00            0.000000e+00           2.625951e-04         0.000000e+00     2.625951e-04  0.000000e+00      0.000000e+00         0.000000e+00     0.000000e+00  2.625951e-04     2.625951e-04  2.625951e-04         2.625951e-04     0.000000e+00  0.000000e+00  2.625951e-04
batchs201210m            1.030969e-04      1.030969e-04            0.000000e+00           0.000000e+00         1.030969e-04     0.000000e+00  0.000000e+00      2.363210e-04         0.000000e+00     0.000000e+00  0.000000e+00     0.000000e+00  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  2.363210e-04
clay0205h                0.000000e+00      0.000000e+00            0.000000e+00           0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00      0.000000e+00         0.000000e+00     1.562438e-02  3.240784e-08     0.000000e+00  7.483265e-08         7.483265e-08     6.069103e-08  0.000000e+00  1.562438e-02
clay0305h                0.000000e+00      0.000000e+00            0.000000e+00           0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00      0.000000e+00         5.303101e-09     0.000000e+00  0.000000e+00     0.000000e+00  1.143034e-02         1.143034e-02     2.297967e-02  0.000000e+00  2.297967e-02
cvxnonsep_normcon20      0.000000e+00      0.000000e+00            0.000000e+00           0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00      0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00     0.000000e+00  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  0.000000e+00
cvxnonsep_normcon30      0.000000e+00      0.000000e+00            3.562429e-02           0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00      0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00     0.000000e+00  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  3.562429e-02
cvxnonsep_normcon40      8.560809e-11      2.339285e-03            2.000000e+00           8.021206e-04         8.021206e-04     1.567212e-03  0.000000e+00      4.574950e-03         1.267684e-03     7.610983e-04  1.012915e-03     9.805262e-11  9.202548e-04         9.202548e-04     0.000000e+00  0.000000e+00  2.000000e+00
cvxnonsep_nsig30         2.503304e-04      3.350266e-10            7.589687e-03           1.211778e-04         1.672048e-05     1.506322e-04  0.000000e+00      2.145485e-10         3.348566e-10     5.491606e-04  9.627886e-05     9.627906e-05  2.629053e-04         2.629053e-04     0.000000e+00  0.000000e+00  7.589687e-03
cvxnonsep_nsig40         5.840732e-04      1.393014e-04            3.554196e-03           1.235559e-04         1.235559e-04     1.771608e-04  0.000000e+00      2.585935e-03         4.798647e-05     2.110176e-03  1.759700e-04     1.965453e-04  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  3.554196e-03
cvxnonsep_pcon30         5.464531e-11      5.373509e-11            2.000000e+00           5.458351e-11         5.458351e-11     5.367981e-11  0.000000e+00      5.458055e-11         0.000000e+00     0.000000e+00  5.453139e-11     5.453139e-11  5.458075e-11         5.458075e-11     5.398052e-11  0.000000e+00  2.000000e+00
cvxnonsep_psig20         0.000000e+00      0.000000e+00            4.061470e-04           0.000000e+00         1.833588e-04     0.000000e+00  0.000000e+00      0.000000e+00         0.000000e+00     0.000000e+00  2.329805e-04     1.833588e-04  0.000000e+00         0.000000e+00     0.000000e+00  0.000000e+00  4.061470e-04
