                            couenneNCcbc  SHOTcpx1910  baronNC  gurobi  scipNCsoplex  SHOTcbc1910  antigoneNC  lglobal  SHOTgur2310  virt. best  virt. worst
4stufen                                -            -        -     1.0             -            -         1.0        -            -         1.0            -
autocorr_bern20-05                     -            -        -     1.0             -            -           -        -            -         1.0            -
autocorr_bern20-10                     -            -        -     1.0             -            -           -        -            -         1.0            -
autocorr_bern20-15                     -            -        -     1.0             -            -           -        -            -         1.0            -
autocorr_bern25-06                     -            -        -     1.0             -            -           -        -            -         1.0            -
autocorr_bern25-13                     -            -        -     1.0             -            -           -        -            -         1.0            -
autocorr_bern30-04                     -            -        -     1.0             -            -           -        -            -         1.0            -
autocorr_bern30-08                     -            -        -     1.0             -            -           -        -            -         1.0            -
autocorr_bern35-04                     -            -        -     1.0             -            -           -        -            -         1.0            -
autocorr_bern40-05                     -            -        -     1.0             -            -           -        -            -         1.0            -
batch0812_nc                           -            -        -     1.0             -            -           -        -            -         1.0            -
batch_nc                               -            -        -     1.0             -            -           -        -            -         1.0            -
bchoco05                               -            -        -     1.0             -            -           -        -            -         1.0            -
bchoco06                               -            -        -     1.0             -            -           -        -            -         1.0            -
bchoco07                               -            -        -     1.0             -            -           -        -            -         1.0            -
casctanks                              -            -        -     1.0             -            -           -        -            -         1.0            -
cecil_13                               -            -        -     1.0             -            -           -        -            -         1.0            -
chp_shorttermplan1a                    -            -        -     1.0             -            -           -        -            -         1.0            -
chp_shorttermplan1b                    -            -        -     1.0             -            -           -        -            -         1.0            -
chp_shorttermplan2a                    -            -        -     1.0             -            -           -        -            -         1.0            -
chp_shorttermplan2b                  1.0            -        -     1.0             -            -           -        -            -         1.0            -
chp_shorttermplan2d                    -            -        -     1.0             -            -           -        -            -         1.0            -
crudeoil_lee1_05                     1.0            -        -       -             -            -           -        -            -         1.0            -
crudeoil_lee2_05                     1.0            -        -       -             -            -           -        -            -         1.0            -
crudeoil_lee2_06                     1.0            -        -       -             -            -           -        -            -         1.0            -
crudeoil_lee2_07                     1.0            -        -       -             -            -           -        -            -         1.0            -
crudeoil_lee2_08                     1.0            -        -       -             -            -           -        -            -         1.0            -
crudeoil_lee2_09                     1.0            -        -       -             -            -           -        -            -         1.0            -
crudeoil_li11                          -            -        -     1.0             -            -           -        -            -         1.0            -
crudeoil_pooling_dt1                   -            -        -       -             -          1.0           -        -            -         1.0            -
csched1a                               -          1.0        -     1.0             -            -           -        -            -         1.0            -
csched1                                -            -        -     1.0             -            -           -        -            -         1.0            -
edgecross10-020                        -            -        -       -             -            -         1.0        -            -         1.0            -
edgecross10-060                        -            -        -       -             -            -           -      1.0            -         1.0            -
edgecross14-019                        -            -        -       -             -            -         1.0        -            -         1.0            -
eniplac                                -            -        -     1.0             -            -           -        -            -         1.0            -
ethanolh                             1.0          1.0        -     1.0             -            -           -        -            -         1.0            -
ethanolm                             1.0            -        -     1.0             -            -           -        -            -         1.0            -
ex1221                                 -            -        -     1.0             -            -           -        -            -         1.0            -
ex1222                                 -            -        -     1.0             -            -           -        -            -         1.0            -
ex1224                                 -            -        -     1.0             -            -           -        -            -         1.0            -
ex1225                                 -            -        -     1.0             -            -           -        -            -         1.0            -
ex1226                                 -            -        -     1.0             -            -           -        -            -         1.0            -
