                         Direction  NumberOfDiscreteVariables  NumberOfEquations  NumberOfNonZeros  NumberOfNonlinearNonZeros  NumberOfVariables  KnownPrimalBound  KnownDualBound   Fail FailReason
                        NumberOfNodes                             NaN          NaN           11                                              35                                             380                                             892                                               0                                             466                  NaN                  987                                                395                                             NaN                                             243                                               0                                               0                  NaN                                             NaN                                             270           27          106
                        Fail                                    False        False        False                                           False                                           False                                           False                                           False                                           False                False                False                                              False                                           False                                           False                                           False                                           False                False                                           False                                            True        False        False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 Dual bound contradicts best known primal bound                          
                        Gap                               3.16921e-11            0     0.001001                                           0.001                                     -1.1024e-11                                    -1.10277e-11                                    -1.10277e-11                                               0                    0         -7.91925e-12                                                  0                                               0                                               0                                               0                                               0         -1.30764e-07                                    -1.86268e-08                                               0            0  1.25427e-07
                        PrimalGap                         9.14204e-11            0 -5.29798e-09                                     9.02392e-11                                    -4.10929e-09                                    -4.10929e-09                                    -4.10929e-09                                    -4.64445e-08          9.29764e-11          8.52972e-11                                        7.68342e-11                                    -7.02596e-10                                    -2.04945e-07                                       9.281e-11                                     8.97491e-11         -1.30671e-07                                    -1.85335e-08                                       0.0344679  3.55055e-11  8.73658e-11
                        DualGap                          -5.97283e-11            0   0.00100101                                           0.001                                     4.09827e-09                                     4.09826e-09                                     4.09826e-09                                     4.64445e-08         -9.29764e-11         -9.32164e-11                                       -7.68342e-11                                     7.02596e-10                                     2.04945e-07                                      -9.281e-11                                    -8.97491e-11         -9.31302e-11                                    -9.32164e-11                                      -0.0344679 -3.55055e-11   1.2534e-07
clay0304h               JulianDate                            43393.9          NaN      43359.6                                         43382.8                                         43362.5                                         43361.5                                         43361.1                                         43403.5              43359.2              43365.5                                            43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5      43381.8
                        TerminationStatus                           0            0            1                                               0                                               0                                               3                                               0                                               1                    1                    0                                                  0                                               0                                               0                                               0                                               0                    0                                               0                                               0            0            0
                        PrimalBound                           40262.4      40262.4      40262.4                                         40262.4                                         40262.4                                         40262.4                                         40262.4                                         62870.9              64167.8              40262.4                                            40262.4                                         40262.4                                         40262.4                                         40262.4                                         40262.4              40262.4                                         40262.4                                         40262.4      40262.4      40262.4
                        DualBound                             40262.4      40262.4       7298.2                                         40222.2                                         40262.4                                         13695.2                                         40262.4                                            6605                13897                 7175                                            40262.4                                         40246.6                                         40262.4                                         40262.4                                         40262.4              40262.4                                         37914.6                                         40226.6      40262.4      40262.4
                        SolverTime                              8.044         0.47      899.985                                           3.359                                         196.224                                         899.973                                           2.187                                         901.034              900.066               89.087                                             34.064                                         870.207                                         272.168                                         44.0181                                         3.36847                856.9                                           4.894                                         226.021         2.78     0.778671
                        NumberOfIterations                        116            0            4                                               0                                          294625                                         3100699                                               6                                         5096868             68564876                    0                                                  0                                             NaN                                          933236                                               0                                               0                    0                                             NaN                                          972673        20433            0
                        NumberOfDomainViolations                    0            0            0                                               0                                               0                                               0                                               0                                               0                    0                    0                                                  0                                             NaN                                             NaN                                               0                                               0                    0                                             NaN                                               0            0            0
                        NumberOfNodes                             NaN          NaN         3709                                             127                                            2792                                           61882                                               0                                          388110                  NaN                45944                                               2076                                             NaN                                            4536                                               0                                               0                  NaN                                             NaN                                           30824          609         1437
                        Fail                                    False        False        False                                           False                                           False                                           False                                           False                                           False                False                False                                              False                                           False                                           False                                           False                                           False                False                                           False                                           False        False        False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
                        Gap                               1.31041e-11            0      4.51676                                           0.001                                     7.59667e-11                                         1.93989                                     6.63572e-11                                         8.51868              3.61739              4.61149                                        -3.8004e-13                                     0.000393216                                               0                                               0                                               0         -8.69458e-10                                       0.0619236                                     0.000890595            0  2.06188e-07
                        PrimalGap                         7.38554e-11            0  7.38528e-11                                     6.99435e-11                                     1.14134e-10                                     1.00376e-10                                      1.1236e-10                                        0.561528             0.593739           6.4611e-11                                        6.47427e-11                                    -3.49761e-09                                    -9.63118e-08                                     7.38539e-11                                     7.38357e-11         -7.38383e-10                                    -8.37044e-10                                     7.38528e-11 -1.98043e-10  4.95315e-11
                        DualGap                          -6.07513e-11            0      4.51676                                           0.001                                     -3.8167e-11                                         1.93989                                    -4.60031e-11                                         5.09575               1.8972              4.61149                                       -6.51228e-11                                     0.000393219                                     9.63118e-08                                    -7.38539e-11                                    -7.38357e-11         -1.31075e-10                                       0.0619236                                     0.000890595  1.98043e-10  2.06138e-07
clay0304m               JulianDate                            43393.9          NaN      43359.7                                         43382.8                                         43362.5                                         43361.5                                         43361.1                                         43403.6              43359.2              43365.5                                            43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5      43381.8
                        TerminationStatus                           0            0            0                                               0                                               0                                               0                                               0                                               0                    1                    0                                                  0                                               1                                               0                                               0                                               0                    0                                               0                                               0            0            0
                        PrimalBound                           40262.4      40262.4      40262.4                                         40262.4                                         40262.4                                         40262.4                                         40262.4                                         40262.4              40262.4              40262.4                                            40262.4                                         62419.2                                         40262.4                                         40262.4                                         40262.4              40262.4                                         40262.4                                         40262.4      40262.4      40262.4
                        DualBound                             40262.4      40262.4      40222.1                                         40222.2                                         40262.4                                         40262.4                                         40262.4                                         40262.4              29271.9              40258.6                                            40262.4                                           10625                                         40262.4                                         40262.4                                         40262.4              40262.4                                         40262.4                                         40262.4      40262.4      40262.4
                        SolverTime                              5.312         0.41        7.599                                           4.542                                          46.463                                         124.672                                           1.272                                            5.72              900.097               62.122                                             14.166                                         902.637                                           9.226                                         24.2059                                        0.609569                 1.93                                         1.21133                                          50.829        0.706     0.344582
                        NumberOfIterations                        120            0            4                                               0                                          116278                                          231463                                               8                                           51454             36989539                    0                                                  0                                             NaN                                          141864                                               0                                               0                    0                                             NaN                                          304370         2710            0
                        NumberOfDomainViolations                    0            0            0                                               0                                               0                                               0                                               0                                               0                    0                    0                                                  0                                             NaN                                             NaN                                               0                                               0                    0                                             NaN                                               0            0            0
                        NumberOfNodes                             NaN          NaN           23                                             216                                            3191                                           22360                                               0                                            4147                  NaN                43276                                               2683                                             NaN                                            4499                                               0                                               0                  NaN                                             NaN                                           19939          226         1520
                        Fail                                    False        False        False                                           False                                           False                                           False                                           False                                           False                False                False                                              False                                           False                                           False                                           False                                           False                False                                           False                                           False        False        False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
                        Gap                               5.80924e-10            0     0.001001                                           0.001                                     3.07936e-13                                    -2.73103e-10                                     7.87369e-13                                               0             0.375463          9.52558e-05                                        5.45755e-14                                         4.87475                                               0                                               0                                               0         -2.52102e-07                                    -1.89663e-08                                     6.60542e-11            0  8.38245e-07
                        PrimalGap                         1.50984e-11            0  1.28632e-11                                     1.50885e-11                                    -3.01213e-09                                    -3.28555e-09                                    -3.01165e-09                                    -4.43692e-07          1.29934e-09          5.62055e-12                                        6.03294e-12                                        0.550311                                    -3.66963e-08                                     1.51011e-11                                     1.51004e-11         -2.52087e-07                                    -1.89512e-08                                     1.50413e-11 -2.40029e-09 -1.65469e-10
                        DualGap                           5.65826e-10            0     0.001001                                           0.001                                     3.01244e-09                                     3.01244e-09                                     3.01244e-09                                     4.43692e-07             0.375463          9.52558e-05                                       -5.97836e-12                                          2.7894                                     3.66963e-08                                    -1.51011e-11                                    -1.51004e-11         -1.49022e-11                                    -1.50997e-11                                     5.10129e-11  2.40029e-09   8.3841e-07
clay0305h               JulianDate                            43393.9          NaN      43359.7                                         43382.8                                         43362.5                                         43361.5                                         43361.1                                         43403.6              43359.2              43365.6                                            43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5      43381.8
                        TerminationStatus                           0            0            0                                               0                                               1                                               0                                               0                                               7                    0                    0                                                  0                                               0                                               1                                               0                                               0                    0                                               0                                               0            0            0
                        PrimalBound                            8092.5       8092.5       8092.5                                          8092.5                                            8185                                          8092.5                                          8092.5                                             inf               8092.5               8092.5                                             8092.5                                          8092.5                                            8185                                          8092.5                                          8092.5               8092.5                                          8092.5                                          8092.5       8092.5      8278.46
                        DualBound                              8092.5         8085      8084.41                                         8084.42                                          7837.5                                            8085                                          8092.5                                            -inf               8092.5                 8085                                             8092.5                                          8092.5                                          5322.5                                          8092.5                                          8092.5               8092.5                                         8092.24                                         8084.88       8092.5       8092.5
                        SolverTime                             19.697          1.6       10.935                                           5.319                                         900.048                                          33.361                                           5.754                                             NaN                5.615              328.059                                            184.364                                          825.78                                         900.007                                         800.139                                         11.7077                 41.4                                         7.70884                                         732.694        8.493      2.35497
                        NumberOfIterations                         84            0            4                                               0                                         1105302                                          562340                                               4                                             NaN               765844                    0                                                  0                                             NaN                                       181853527                                               0                                               0                    0                                             NaN                                         2764503        81853            0
                        NumberOfDomainViolations                    0            0            0                                               0                                               0                                               0                                               0                                             NaN                    0                    0                                                  0                                             NaN                                             NaN                                               0                                               0                    0                                             NaN                                               0            0            0
                        NumberOfNodes                             NaN          NaN            3                                              33                                           14043                                           11201                                               0                                             NaN                  NaN               105772                                              17801                                             NaN                                            5664                                               0                                               0                  NaN                                             NaN                                          105373         6849         9238
                        Fail                                    False        False        False                                           False                                           False                                           False                                           False                                            True                False                False                                              False                                           False                                           False                                           False                                           False                False                                           False                                           False        False        False
                        FailReason                                                                                                                                                                                                                                                                                          Termstatus is error                                                                                                                                                                                                                                                                                                                                                                                                                                            
                        Gap                                         0  0.000927644     0.001001                                           0.001                                       0.0443381                                     0.000927652                                     1.29252e-10                                             inf                    0          0.000927644                                       -8.04075e-12                                               0                                        0.537811                                               0                                               0         -5.35087e-09                                     3.26916e-05                                     0.000943084            0    0.0229797
                        PrimalGap                                   0            0            0                                               0                                       0.0114303                                    -3.79005e-11                                    -5.53821e-11                                             inf                    0         -3.57479e-11                                       -3.85023e-11                                    -1.84795e-08                                       0.0114303                                               0                                               0         -5.35087e-09                                    -5.35187e-09                                               0            0    0.0229797
                        DualGap                                     0  0.000927644     0.001001                                           0.001                                       0.0325359                                     0.000927652                                     1.84634e-10                                             inf                    0          0.000927644                                        3.04616e-11                                     1.84795e-08                                        0.520432                                               0                                               0                    0                                      3.2697e-05                                     0.000943084            0  -5.3031e-09
clay0305m               JulianDate                            43393.9          NaN      43359.7                                         43382.8                                         43362.5                                         43361.5                                         43361.1                                         43403.6              43359.2              43365.6                                            43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5      43381.8
                        TerminationStatus                           0            0            0                                               0                                               0                                               0                                               0                                               0                    0                    0                                                  0                                               0                                               0                                               0                                               0                    0                                               0                                               0            0            0
                        PrimalBound                            8092.5       8092.5       8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5               8092.5               8092.5                                             8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5               8092.5                                          8092.5                                          8092.5       8092.5       8092.5
                        DualBound                              8092.5         8085      8084.41                                         8084.42                                          8092.5                                         8089.41                                          8092.5                                          8087.5               8092.5               8092.5                                             8092.5                                          8092.5                                          8092.5                                          8092.5                                          8092.5               8092.5                                         8092.44                                            8085       8092.5       8092.5
                        SolverTime                              9.875         0.96         4.74                                           1.209                                         347.937                                           6.608                                           1.574                                          16.481                2.505              157.997                                             67.362                                         185.553                                          37.147                                         29.4306                                         2.23461                 9.03                                          2.1687                                          88.333        6.111      0.62335
                        NumberOfIterations                        135            0            4                                               0                                          786789                                           89095                                               3                                          144362               314033                    0                                                  0                                             NaN                                          405047                                               0                                               0                    0                                             NaN                                          357972        51897            0
                        NumberOfDomainViolations                    0            0            0                                               0                                               0                                               0                                               0                                               0                    0                    0                                                  0                                             NaN                                             NaN                                               0                                               0                    0                                             NaN                                               0            0            0
                        NumberOfNodes                             NaN          NaN            2                                              11                                           18689                                            7001                                               0                                           15701                  NaN                69904                                              17228                                             NaN                                           11216                                               0                                               0                  NaN                                             NaN                                           34883         6021         4252
                        Fail                                    False        False        False                                           False                                           False                                           False                                           False                                           False                False                False                                              False                                           False                                           False                                           False                                           False                False                                           False                                           False        False        False
                        FailReason                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
                        Gap                                         0  0.000927644     0.001001                                           0.001                                      1.1659e-11                                     0.000382375                                     1.16651e-11                                     0.000618238                    0         -3.22608e-11                                       -1.81034e-12                                               0                                               0                                               0                                               0         -1.36911e-07                                     7.04749e-06                                     0.000927644            0            0
                        PrimalGap                                   0            0            0                                               0                                    -1.35765e-09                                    -1.35766e-09                                    -1.35765e-09                                               0                    0         -3.22608e-11                                       -2.65554e-11                                    -5.35895e-09                                               0                                               0                                               0         -1.36911e-07                                    -1.36934e-07                                               0            0            0
                        DualGap                                     0  0.000927644     0.001001                                           0.001                                     1.36931e-09                                     0.000382376                                     1.36932e-09                                     0.000618238                    0                    0                                        2.47451e-11                                     5.35895e-09                                               0                                               0                                               0                    0                                     7.18442e-06                                     0.000927644            0            0
du-opt5                 JulianDate                              43394          NaN      43359.8                                         43382.9                                         43362.5                                         43361.6                                         43361.1                                         43403.6              43359.2              43365.6                                            43388.9                                           43203                                         43368.2                                               0                                               0                  NaN                                           43203                                         43366.9      43358.5      43381.9
