                         couenneNCcbc  SHOTcpx1910  baronNC    gurobi  scipNCsoplex  SHOTcbc1910  antigoneNC    lglobal  SHOTgur2310  virt. best  virt. worst
autocorr_bern20-03                  1            1        1         9            21            1           4          1            1           1           21
autocorr_bern25-03                  1            1        1        11            26            1           4          1            1           1           26
blend029                        30241            1        1     26763         26144            1           4    2651212            1           1      2651212
blend146                      2607392            1        1  25075841      10126462            1           4   28852286            1           1     28852286
blend480                      1484185            1        1   1073214       9452895            1           4     841061            1           1      9452895
blend531                      2166881            1        1   5694813      10373505            1           4   32501529            1           1     32501529
blend721                      1442645            1        1    308291        156807            1           4   29178298            1           1     29178298
blend852                      1169725            1        1   2679626       7419984            1           4   26745397            1           1     26745397
carton7                       1338492            1        1     43953       5661356            1           4     913236            1           1      5661356
crudeoil_lee1_06               181343            1        1      4518         33185            1           4     152767            1           1       181343
crudeoil_lee1_07               127628            1        1      7788         33115            1           4     291841            1           1       291841
crudeoil_lee1_08               445722            1        1     11863         44732            1          30     678241            1           1       678241
crudeoil_lee1_09               461777            1        1     13777         96165            1          17     422844            1           1       461777
crudeoil_lee1_10               234766            1        1     15884        166399            1          27   39079397            1           1     39079397
crudeoil_lee2_10                 6099            1        1     83556       1141506            1           4   25615900            1           1     25615900
crudeoil_lee3_05                39131            1        1     23553        135989            1           4          1            1           1       135989
crudeoil_lee3_06                84254            1        1     76595        326741            1           4  343993256            1           1    343993256
crudeoil_lee3_07                52763            1        1    126641        596634            1           4   35515876            1           1     35515876
crudeoil_lee3_08                 5021            1        1    137334        580599            1           4   47032202            1           1     47032202
crudeoil_lee3_09                 3807            1        1    188435        660405            1           4   30234473            1           1     30234473
crudeoil_lee3_10                 3236            1        1    293071        997089            1           4   29014251            1           1     29014251
crudeoil_lee4_05                42017            1        1      6128        147429            1          19   35242445            1           1     35242445
crudeoil_lee4_06                48167            1        1     18300        224845            1           4   35146541            1           1     35146541
crudeoil_lee4_07                 4243            1        1     17238        291706            1          18   31518716            1           1     31518716
crudeoil_lee4_08                 4230            1        1     18790        793380            1           4   28345300            1           1     28345300
crudeoil_lee4_09                62576            1        1     24464        580256            1           4   26730795            1           1     26730795
crudeoil_lee4_10                62960            1        1     22348       1211050            1           4   24137241            1           1     24137241
crudeoil_li01                  551763            1        1  21467227      11835687            1           4   12966808            1           1     21467227
crudeoil_li02                   55586            1        1  58167771       8764094            1           4   81280990            1           1     81280990
crudeoil_li03                  242779            1        1  51259103      10507078            1           4     171891            1           1     51259103
crudeoil_li05                  274009            1        1  55736705      12809159            1           4     209227            1           1     55736705
