Absolute performance profile for SolverTime
Filter: gap <= 0.102% and not failed
            couenneNCcbc  SHOTcpx1910  baronNC  gurobi  scipNCsoplex  SHOTcbc1910  antigoneNC  lglobal  SHOTgur2310  virt. best  virt. worst
0.005000               3            0        0       0             5            0          24        4            0          24            0
0.095015               8            8       14      30            10            6          25        8           17          34            5
0.185029               9           17       17      34            14            8          25       11           28          38            5
0.275044              10           21       17      41            16            9          25       14           33          45            6
0.365058              11           22       20      53            16            9          25       18           35          57            6
0.455073              11           23       24      63            16           10          25       20           50          71            6
0.545088              11           23       28      69            18           10          25       23           58          74            6
0.635102              11           24       30      71            21           10          25       24           68          80            6
0.725117              12           25       30      73            22           10          25       26           71          82            8
0.815131              13           25       31      73            24           12          25       26           71          82            8
0.905146              13           25       31      76            25           12          25       27           73          84            8
0.995161              13           25       32      79            26           12          25       28           74          87            8
1.085175              14           25       33      80            27           14          39       28           76          90            8
1.175190              14           26       33      82            28           16          39       28           77          91            8
1.265204              17           26       33      82            28           16          39       29           79          91            9
1.355219              18           26       35      85            29           16          39       29           82          94            9
1.445234              18           26       36      87            31           16          39       29           82          96            9
1.535248              18           26       38      88            31           16          39       29           82          97           10
1.625263              18           26       38      90            33           16          39       29           84          99           11
1.715277              18           27       38      91            35           16          39       29           86         100           11
1.805292              18           28       38      96            35           16          39       29           88         105           11
1.895307              19           30       39      97            36           17          39       29           88         107           11
1.985321              20           31       40      98            36           17          39       29           90         107           12
2.075336              21           31       40      98            36           19          45       30           90         107           13
2.165350              21           31       41      98            36           19          45       31           90         107           13
2.255365              22           32       42      98            36           19          45       31           93         108           13
2.345380              22           32       43      99            36           19          45       31           94         109           13
2.435394              22           32       44      99            36           19          45       31           96         109           13
2.525409              22           32       44     100            36           19          45       31           97         109           13
2.615423              22           33       45     100            37           19          45       31           98         109           13
2.705438              22           36       45     102            39           19          45       33           99         111           13
2.795453              23           36       45     102            39           19          45       33           99         111           13
2.885467              23           36       45     102            39           19          45       33           99         111           13
2.975482              23           36       45     102            39           19          45       33          100         112           13
3.065496              23           36       45     102            39           19          45       34          101         113           13
3.155511              23           36       45     102            41           19          46       34          101         113           13
3.245526              23           36       46     103            41           19          46       34          104         114           13
3.335540              24           37       46     104            41           19          46       34          104         114           13
3.425555              24           38       47     105            41           19          46       36          105         114           13
3.515569              25           39       47     105            41           19          46       36          105         114           14
3.605584              25           39       47     105            42           20          46       36          105         114           14
